gene_id	symbol	m1_delta	m2_delta	m1_mono_short	m2_mono_short	category
ENSMUSG00000032050	Rdx	-0.002301495972382	-0.008008008008008	False	False	shorten in both
ENSMUSG00000006356	Crip2	0.000735294117647	-0.0110079119367045	False	False	discordant
ENSMUSG00000100704	Gm28434	-0.0094420600858369	-0.0005826471602647	False	False	shorten in both
ENSMUSG00000070999	Ccin	-0.0114027289242781	0.001507159005275	True	False	discordant
ENSMUSG00000002319	Ipo4	0.0063493794181249	-0.0162367927868234	False	True	discordant
ENSMUSG00000041777	Cir1	-0.0015628052353975	-0.007933010136624	False	True	shorten in both
ENSMUSG00000030590	Fam98c	-0.0059322755002756	-0.0031548712714751	False	False	shorten in both
ENSMUSG00000079773	AC087559.2	-0.0052647878600185	-0.0037511147233792	True	False	shorten in both
ENSMUSG00000021022	Ppp2r3c	-0.0005558643690939	-0.0084269662921348	False	True	shorten in both
ENSMUSG00000026679	Enkur	-0.0003175611305176	-0.0086206896551724	False	True	shorten in both
ENSMUSG00000033987	Dnah17	-0.0004073192129339	-0.0084259084918094	False	True	shorten in both
ENSMUSG00000025232	Hexa	-0.0049307973313668	-0.0037731112292515	False	True	shorten in both
ENSMUSG00000067338	Tuba3b	-0.0164625553668246	0.0078265332306902	True	False	discordant
ENSMUSG00000091537	Tma7	-0.011537934290893	0.0030911901081916	False	False	discordant
ENSMUSG00000063229	Ldha	-0.0057231139153461	-0.0023551787032222	True	True	shorten in both
ENSMUSG00000043319	Cox8c	-0.0074595938665561	-0.0004347971504063	True	True	shorten in both
ENSMUSG00000022174	Dad1	-0.0077908824759514	0.0	True	False	delta 0 in one mouse
ENSMUSG00000039720	Got1l1	-0.0253164556962025	0.0175438596491228	False	False	discordant
ENSMUSG00000031536	Polb	-0.0057887120115773	-0.0015723270440252	True	True	shorten in both
ENSMUSG00000015542	Nat9	-0.0018674136321195	-0.0054585152838427	False	False	shorten in both
ENSMUSG00000036427	Gpi1	-0.0079617834394905	0.0007654158358371	False	False	discordant
ENSMUSG00000078593	1700042G07Rik	-0.004402451131423	-0.0027215024780453	False	False	shorten in both
ENSMUSG00000007950	Abhd8	-0.0046104498301103	-0.0021530788006433	False	True	shorten in both
ENSMUSG00000009927	Rps25	-0.0085227272727272	0.0017626321974148	True	False	discordant
ENSMUSG00000029131	Dnajb6	-0.0031190281463536	-0.003479792822381	True	False	shorten in both
ENSMUSG00000047720	Clec2m	-0.0092519164684112	0.0029324851827734	False	False	discordant
ENSMUSG00000024146	Cript	-0.0063038536024025	0.0	True	False	delta 0 in one mouse
ENSMUSG00000032530	Lyzl4	-0.0059880239520958	0.0	True	False	delta 0 in one mouse
ENSMUSG00000019505	Ubb	0.0027364263583484	-0.0086580086580086	False	True	discordant
ENSMUSG00000071654	Uqcc3	0.0078033750134355	-0.013715710723192	False	True	discordant
ENSMUSG00000042694	Stn1	0.0128755364806867	-0.0187455452601568	False	False	discordant
ENSMUSG00000070563	Spaca4	-0.0116748684880366	0.0059091433183442	True	False	discordant
ENSMUSG00000022564	Grina	0.002868404834078	-0.0086324191748403	False	True	discordant
ENSMUSG00000025480	Syce1	-0.0014646644433207	-0.0042184008452659	False	True	shorten in both
ENSMUSG00000063954	H2ac19	-0.0087925880959317	0.0031358384099771	False	False	discordant
ENSMUSG00000024939	Fam89b	-0.008818588827998	0.0031746031746031	False	False	discordant
ENSMUSG00000002409	Dyrk1b	-0.0009250958475594	-0.0046728971962616	False	True	shorten in both
ENSMUSG00000041881	Ndufa7	-0.0100792619779888	0.0045616232055898	True	False	discordant
ENSMUSG00000025035	Arl3	-0.0067365848707418	0.0013295951743766	True	False	discordant
ENSMUSG00000057265	Bbof1	-0.0027027027027027	-0.0026284348864994	True	True	shorten in both
ENSMUSG00000022428	Cby1	-0.0052895576356905	0.0	False	False	delta 0 in one mouse
ENSMUSG00000045794	Lkaaear1	0.0	-0.0052529953192205	False	False	delta 0 in one mouse
ENSMUSG00000093803	Ppp2r3d	0.0	-0.0051189400782896	False	False	delta 0 in one mouse
ENSMUSG00000028139	Riiad1	-0.002283105022831	-0.0024779142426201	False	False	shorten in both
ENSMUSG00000021731	Mrps30	0.005305081793276	-0.0098328416912487	False	False	discordant
ENSMUSG00000031898	Dpep3	-0.007108486439195	0.002680965147453	True	False	discordant
ENSMUSG00000050188	Lsm10	-0.0093196314670446	0.0057697283311772	True	False	discordant
ENSMUSG00000026125	Prss39	-0.0062912201411613	0.0027900940289574	True	False	discordant
ENSMUSG00000032966	Fkbp1a	-0.008297600106242	0.0049080563719948	False	False	discordant
ENSMUSG00000069971	4933402J07Rik	-0.0049945054945054	0.0016474464579901	True	False	discordant
ENSMUSG00000026179	Pnkd	0.0006351728657742	-0.0039393404410026	False	False	discordant
ENSMUSG00000024963	Dnajc4	-0.0099667774086379	0.0067555118835594	False	False	discordant
ENSMUSG00000038691	Mbd3l1	0.0068751761059453	-0.0100574712643678	False	False	discordant
ENSMUSG00000003346	Abhd17a	0.0011591962905718	-0.0043006746570541	False	False	discordant
ENSMUSG00000023904	Hcfc1r1	0.0006324673668097	-0.003690036900369	False	False	discordant
ENSMUSG00000079523	Tmsb10	-0.003321968750959	0.0003354481978721	False	False	discordant
ENSMUSG00000027165	B230118H07Rik	-0.0043549043549043	0.0014044943820225	True	False	discordant
ENSMUSG00000024446	Rpp21	0.0225225225225225	-0.0254032258064516	False	False	discordant
ENSMUSG00000027012	Dync1i2	-0.0129000548360267	0.0102451065651632	False	False	discordant
ENSMUSG00000040163	1700034J05Rik	-0.0024801587301587	0.0	False	False	delta 0 in one mouse
ENSMUSG00000045128	Rpl18a	0.009216128488323	-0.0116843155735433	False	True	discordant
ENSMUSG00000055826	Tescl	-0.0024038461538461	0.0	True	False	delta 0 in one mouse
ENSMUSG00000031849	Comp	0.0127965691360586	-0.0151975683890578	False	True	discordant
ENSMUSG00000040312	Cchcr1	-0.0005729929330871	-0.0017091361093847	False	True	shorten in both
ENSMUSG00000026775	Yme1l1	-0.0020725388601036	0.0	True	False	delta 0 in one mouse
ENSMUSG00000058709	Egln2	-0.0038873108887808	0.0018633300973714	True	False	discordant
ENSMUSG00000018286	Psmb6	-0.0006353240152477	-0.0013562386980108	False	True	shorten in both
ENSMUSG00000038845	Phb	0.0	-0.001981796829125	False	False	delta 0 in one mouse
ENSMUSG00000029066	Mrpl20	-0.0002340276152586	-0.0016309412861137	False	True	shorten in both
ENSMUSG00000020755	Sap30bp	-0.0226757369614512	0.0209973753280839	True	False	discordant
ENSMUSG00000071644	Eef1g	-0.001621998551203	3.295919284007631e-05	False	False	discordant
ENSMUSG00000020799	Tekt1	0.0144372085293781	-0.0160151852787796	False	True	discordant
ENSMUSG00000062997	Rpl35	-0.0019895512894743	0.0004981320049812	False	False	discordant
ENSMUSG00000014609	Chrne	-0.0020726509595205	0.0009174311926605	True	False	discordant
ENSMUSG00000037278	Tmem97	0.0017525411847177	-0.0028245028645892	False	False	discordant
ENSMUSG00000020936	Nmt1	-0.0010380173867912	0.0	False	False	delta 0 in one mouse
ENSMUSG00000038967	Pdk2	-0.0060242509783794	0.0050761421319797	False	False	discordant
ENSMUSG00000001289	Pfdn5	0.0	-0.0008635578583765	False	True	delta 0 in one mouse
ENSMUSG00000029147	Ppm1g	0.0049938449288162	-0.0058508319099923	False	True	discordant
ENSMUSG00000021993	Mipep	-0.0023915139826422	0.0015413918570623	False	False	discordant
ENSMUSG00000064068	Mtx1	-0.0004484349128756	-0.0003794596133397	False	False	shorten in both
ENSMUSG00000052105	Mtcl1	0.0	-0.0008110300081103	False	False	delta 0 in one mouse
ENSMUSG00000027227	Sord	-0.0015604709604642	0.0008771404272442	True	False	discordant
ENSMUSG00000039481	Nrtn	0.0017406103740378	-0.002396694214876	False	False	discordant
ENSMUSG00000002332	Dhrs1	-0.0015054878575749	0.0009900990099009	False	False	discordant
ENSMUSG00000044526	Znrf4	0.0011606698723263	-0.0016429637704627	False	True	discordant
ENSMUSG00000026922	Agpat2	-0.0003363605785401	0.0	False	False	delta 0 in one mouse
ENSMUSG00000053783	1700016K19Rik	-0.0006496670456391	0.0004360958505666	True	False	discordant
ENSMUSG00000070002	Ell	-0.0039717184517148	0.0037807183364839	True	False	discordant
ENSMUSG00000001416	Cct3	0.0041112883218146	-0.0042931826237539	False	False	discordant
ENSMUSG00000062991	Nrg1	0.0005608524957936	-0.0007374631268436	False	False	discordant
ENSMUSG00000074656	Eif2s2	0.0009773493307124	-0.001061981077428	False	True	discordant
ENSMUSG00000027564	Cypt12	0.0	0.0	False	False	delta 0 in one mouse
ENSMUSG00000052085	Dock8	0.0	0.0	False	False	delta 0 in one mouse
ENSMUSG00000049252	Lrp1b	0.0	0.0	False	False	delta 0 in one mouse
ENSMUSG00000056509	Gm9999	0.0	0.0	False	False	delta 0 in one mouse
ENSMUSG00000039676	Capsl	0.0	0.0	False	False	delta 0 in one mouse
ENSMUSG00000022554	Hgh1	0.0	0.0	False	False	delta 0 in one mouse
ENSMUSG00000067274	Rplp0	-6.133464180569185e-05	0.0002046929978559	False	False	discordant
ENSMUSG00000060739	Nsa2	-0.0011169024571854	0.0012997012535033	False	False	discordant
ENSMUSG00000045107	Saysd1	0.0002216312056737	0.0	False	False	delta 0 in one mouse
ENSMUSG00000026182	Tnp1	0.0	0.0002287805994051	False	False	delta 0 in one mouse
ENSMUSG00000103034	Gm8797	0.004148350387954	-0.0038216216951141	False	True	discordant
ENSMUSG00000006398	Cdc20	-0.002415023514005	0.0027982701602645	False	False	discordant
ENSMUSG00000034994	Eef2	2.6806288111802523e-05	0.0003901639707265	False	False	lengthen in both
ENSMUSG00000040009	Gnaz	-0.016574585635359	0.0170648464163822	True	False	discordant
ENSMUSG00000038717	Atp5l	-0.0110080735305354	0.0117346829820402	False	False	discordant
ENSMUSG00000071866	Ppia	0.0016198704103671	-0.0007366526173845	False	False	discordant
ENSMUSG00000047044	D030056L22Rik	0.0054631239135832	-0.0045550235668908	False	False	discordant
ENSMUSG00000038015	Prm2	-1.1496697573609715e-05	0.0009618034121384	False	False	discordant
ENSMUSG00000040794	C1qtnf4	-0.0011093648886012	0.0020939506816208	True	False	discordant
ENSMUSG00000070980	Actl7b	0.0	0.0011231225735611	False	False	delta 0 in one mouse
ENSMUSG00000026198	Abcb6	0.009868267932784	-0.008695652173913	False	True	discordant
ENSMUSG00000022501	Prm1	4.124544466188596e-06	0.0012434027317606	False	False	lengthen in both
ENSMUSG00000021768	Dusp13	-0.0042817720106861	0.0058128345676549	False	False	discordant
ENSMUSG00000028610	Dmrtb1	0.0003721424774055	0.0011778079077474	False	False	lengthen in both
ENSMUSG00000040859	Bsdc1	0.0021961932650073	-0.000456894930187	False	False	discordant
ENSMUSG00000057816	Cfap299	-0.0029601595963151	0.004739336492891	False	False	discordant
ENSMUSG00000022999	Lmbr1l	0.0001473622163277	0.0018518518518518	False	False	lengthen in both
ENSMUSG00000023259	Slc26a6	0.0005420054200542	0.001527883880825	False	False	lengthen in both
ENSMUSG00000030189	Ybx3	0.0009746588693957	0.0012515644555695	False	False	lengthen in both
ENSMUSG00000026279	Thap4	0.00081362346263	0.0014331313920916	False	False	lengthen in both
ENSMUSG00000022832	Ropn1	0.0184853905784138	-0.0160606060606061	False	False	discordant
ENSMUSG00000028845	Tekt2	0.0005284585726226	0.001938807252039	False	False	lengthen in both
ENSMUSG00000058925	Ccdc192	0.0025125628140703	0.0	False	False	delta 0 in one mouse
ENSMUSG00000013155	Enkd1	-7.750135627371257e-05	0.0026109660574412	True	False	discordant
ENSMUSG00000031832	Taf1c	0.0030248756218905	-0.0002888503755054	False	False	discordant
ENSMUSG00000042632	Pla2g6	0.0027911697538696	0.0	False	False	delta 0 in one mouse
ENSMUSG00000049008	BB014433	-0.0318181818181818	0.0346740933428829	True	False	discordant
ENSMUSG00000046229	Scand1	0.0018076644974692	0.0011851851851851	False	False	lengthen in both
ENSMUSG00000002205	Vrk3	0.0019404915912031	0.0010768126346015	False	False	lengthen in both
ENSMUSG00000002372	Ranbp3	0.0031446540880503	0.0	False	False	delta 0 in one mouse
ENSMUSG00000059031	Olfr482	-0.0031642116748499	0.006338028169014	False	False	discordant
ENSMUSG00000038782	1700028J19Rik	0.0007180960196963	0.0025194205332773	False	False	lengthen in both
ENSMUSG00000026649	Cfap126	0.0039588281868566	-0.0005037203575826	False	True	discordant
ENSMUSG00000029310	Nudt9	-0.002792017382866	0.0063157894736841	False	False	discordant
ENSMUSG00000024661	Fth1	0.0008257381008023	0.0027799841143765	False	False	lengthen in both
ENSMUSG00000059070	Rpl18	0.0015533947760973	0.0020855954577651	False	False	lengthen in both
ENSMUSG00000051111	Sv2c	0.0051695040985126	-0.0014292520247737	False	False	discordant
ENSMUSG00000043050	Tnp2	0.0028607755880483	0.0009462803901586	False	False	lengthen in both
ENSMUSG00000026807	Ak8	0.0005741829225911	0.003263924788457	False	False	lengthen in both
ENSMUSG00000028124	Gclm	0.0041051809400845	-0.0002295157218269	False	False	discordant
ENSMUSG00000021966	Prss52	-0.0009469696969697	0.0048393704550885	False	False	discordant
ENSMUSG00000030750	Nsmce1	-0.0008953830288334	0.0050228310502282	False	False	discordant
ENSMUSG00000037740	Mrps26	0.0025974025974025	0.001710863986313	False	False	lengthen in both
ENSMUSG00000064307	Lrrc51	0.0039179600197564	0.0004894762604014	False	False	lengthen in both
ENSMUSG00000031807	Pgls	-0.0018511948914761	0.0064164427021073	False	False	discordant
ENSMUSG00000059395	Nkapl	0.0097589447530625	-0.0051660788072243	False	False	discordant
ENSMUSG00000031556	Tm2d2	0.0009227220299884	0.0036972789115645	False	False	lengthen in both
ENSMUSG00000031068	Glrx3	0.0071162989837077	-0.0023138901608519	False	True	discordant
ENSMUSG00000026894	Morn5	-0.0027429345885316	0.007746020806537	False	False	discordant
ENSMUSG00000003269	Cyth2	0.0140186915887849	-0.0090148027800343	False	False	discordant
ENSMUSG00000033705	Stard9	0.0	0.005181347150259	False	False	delta 0 in one mouse
ENSMUSG00000024387	Csnk2b	0.007436852566043	-0.0022499868077627	False	False	discordant
ENSMUSG00000037307	Banf2	0.0117302052785923	-0.0063025210084033	False	True	discordant
ENSMUSG00000001844	Zdhhc4	0.0055340343110127	0.0	False	False	delta 0 in one mouse
ENSMUSG00000024397	Aif1	-0.0003089280197714	0.0059721245537501	False	False	discordant
ENSMUSG00000011179	Odc1	0.0041211980496864	0.0020661157024793	False	False	lengthen in both
ENSMUSG00000033701	Acbd6	0.0017933635557553	0.0045893761559869	False	False	lengthen in both
ENSMUSG00000028013	Ppa2	0.0045019696117051	0.0019579050416055	False	False	lengthen in both
ENSMUSG00000020775	Mrpl38	0.0085790884718498	-0.0020361057721843	False	False	discordant
ENSMUSG00000022193	Psmb5	0.0034258307639603	0.0031552851025468	False	False	lengthen in both
ENSMUSG00000037621	Atoh8	0.001627750125284	0.0049570041181942	False	False	lengthen in both
ENSMUSG00000027380	Acoxl	0.0096153846153845	-0.0027739251040221	False	True	discordant
ENSMUSG00000030030	1700003E16Rik	0.0015383189695116	0.0053632755629126	False	False	lengthen in both
ENSMUSG00000024958	Gpr137	0.0009680542110358	0.005938242280285	False	False	lengthen in both
ENSMUSG00000022427	Tomm22	0.0033707711117778	0.0036193073002888	False	False	lengthen in both
ENSMUSG00000032002	Dcun1d5	-0.0377658683637582	0.0450735126371839	False	False	discordant
ENSMUSG00000034024	Cct2	0.0135119823239476	-0.0060597492561866	False	False	discordant
ENSMUSG00000069808	Fam57a	-0.0008223684210526	0.0082889283599763	False	False	discordant
ENSMUSG00000059891	Tsks	-0.0346735826615567	0.0422137887413029	False	False	discordant
ENSMUSG00000025500	Lmntd2	-0.0039112114675107	0.0114751503640392	True	False	discordant
ENSMUSG00000030763	Lcmt1	0.0136065573770491	-0.0060263266145618	False	False	discordant
ENSMUSG00000021794	Glud1	-0.0025380710659898	0.010204081632653	True	False	discordant
ENSMUSG00000017832	Hspb9	-0.0048309178743961	0.0125267642565562	True	False	discordant
ENSMUSG00000028673	Fuca1	0.0294444444444443	-0.0216383307573415	False	True	discordant
ENSMUSG00000057113	Npm1	-0.0146214023844577	0.0224473853506111	False	False	discordant
ENSMUSG00000060032	H2aj	0.0020806368558028	0.0058254290257141	False	False	lengthen in both
ENSMUSG00000022010	Tsc22d1	0.0089457699625389	-0.0008944543828264	False	False	discordant
ENSMUSG00000050957	Insl6	-0.0040485829959514	0.012250078434728	False	False	discordant
ENSMUSG00000051113	Fam71e1	0.008505467800729	0.0	False	False	delta 0 in one mouse
ENSMUSG00000020270	Smim23	0.0089101326715077	0.0	False	False	delta 0 in one mouse
ENSMUSG00000036087	Slain2	0.009090909090909	0.0	False	False	delta 0 in one mouse
ENSMUSG00000037101	Ttc29	0.0105263157894737	-0.0012845215157353	False	False	discordant
ENSMUSG00000031509	1700016D06Rik	0.0130438285530132	-0.0037140809278686	False	False	discordant
ENSMUSG00000010044	Zmynd10	0.0088857272679871	0.0006262716071816	False	False	lengthen in both
ENSMUSG00000050087	Cby3	0.0109250561568307	-0.0013937282229965	False	False	discordant
ENSMUSG00000095463	Entpd4	0.0084985835694051	0.0012406947890818	False	False	lengthen in both
ENSMUSG00000022066	Entpd4b	0.0084985835694051	0.0012406947890818	False	False	lengthen in both
ENSMUSG00000014232	Cluap1	0.0217305217305217	-0.0118343195266272	False	False	discordant
ENSMUSG00000094706	Gm10338	0.0270114112379026	-0.0169491525423728	False	False	discordant
ENSMUSG00000030086	Chchd6	0.0028928757537407	0.0073529411764705	False	False	lengthen in both
ENSMUSG00000023175	Bsg	0.007826610475617	0.0024822687117286	False	False	lengthen in both
ENSMUSG00000047129	1700113H08Rik	0.0104166666666666	0.0	False	False	delta 0 in one mouse
ENSMUSG00000003153	Slc2a3	0.0043940467753366	0.006327111673521	False	False	lengthen in both
ENSMUSG00000055762	Eef1d	0.0069157077263193	0.0038248974895058	False	False	lengthen in both
ENSMUSG00000116780	Gm3417	0.0042910692864374	0.0066246925316689	False	False	lengthen in both
ENSMUSG00000006058	Snf8	0.0019810697776799	0.0090768951759159	False	False	lengthen in both
ENSMUSG00000022982	Sod1	-0.0116054158607349	0.0226920809981918	False	False	discordant
ENSMUSG00000066383	Iqcf1	-0.0007540820380141	0.0120565160756351	True	False	discordant
ENSMUSG00000075706	Gpx4	-0.0009910802775024	0.012305451585524	True	False	discordant
ENSMUSG00000090137	Uba52	-0.0015744937703573	0.0129506884110323	True	False	discordant
ENSMUSG00000061923	Odf1	0.0078917313841937	0.0043785310734463	False	False	lengthen in both
ENSMUSG00000046364	Rpl27a	0.0039275404238907	0.0086474395258911	False	False	lengthen in both
ENSMUSG00000038900	Rpl12	0.0166666666666666	-0.0040567951318458	False	True	discordant
ENSMUSG00000021660	Btf3	0.0066872427983539	0.0060049452490286	False	False	lengthen in both
ENSMUSG00000067288	Rps28	0.025787420306404	-0.0128420686456399	False	False	discordant
ENSMUSG00000051036	Ttc24	0.0129469790382244	0.0	False	False	delta 0 in one mouse
ENSMUSG00000023072	Cep89	0.0132352941176471	-0.0001921730655721	False	False	discordant
ENSMUSG00000007888	Crlf1	0.0137285808715106	-0.0006109489585622	False	False	discordant
ENSMUSG00000060126	Tpt1	0.0163549260721408	-0.0032211737211486	False	True	discordant
ENSMUSG00000098950	Gm28036	0.0136986301369863	0.0	False	False	delta 0 in one mouse
ENSMUSG00000018442	Derl2	0.0170962978776396	-0.0033333333333333	False	False	discordant
ENSMUSG00000061032	Rrp1	1.109470354521136e-05	0.0138999424197635	False	False	lengthen in both
ENSMUSG00000034892	Rps29	0.0038334885679631	0.010146343043496	False	False	lengthen in both
ENSMUSG00000031723	Txnl4b	0.0046385663660721	0.0093808630393996	False	False	lengthen in both
ENSMUSG00000045036	Tmem232	0.0123094321567603	0.0017667844522968	False	False	lengthen in both
ENSMUSG00000052075	1700029F12Rik	0.0030462475768485	0.0110718063227172	False	False	lengthen in both
ENSMUSG00000037062	Sh3glb1	-0.0116239101274312	0.0259355259035741	False	False	discordant
ENSMUSG00000019782	Rwdd1	0.0093964007007484	0.0051126589435442	False	False	lengthen in both
ENSMUSG00000093674	Rpl41	0.0189367040151499	-0.0043901923471973	False	False	discordant
ENSMUSG00000037979	Ccdc92	-0.0330983507806521	0.0478011472275334	False	False	discordant
ENSMUSG00000035522	Tsga8	-3.0817573093311346e-05	0.0148310088189848	False	False	discordant
ENSMUSG00000020878	Lrrc46	0.00040733197556	0.0146818227976325	False	False	lengthen in both
ENSMUSG00000063576	Klhdc3	0.0034900957277744	0.0116788321167883	False	False	lengthen in both
ENSMUSG00000036835	Psenen	0.0133630289532293	0.0019410814080513	False	False	lengthen in both
ENSMUSG00000023257	Cypt1	0.0219851443385938	-0.0065543355941482	False	False	discordant
ENSMUSG00000067148	Polr1c	0.0027081922816519	0.0127565169162506	False	False	lengthen in both
ENSMUSG00000041841	Rpl37	0.0097875101781013	0.0058818273869796	False	False	lengthen in both
ENSMUSG00000115463	Gm49356	0.0083160083160083	0.0075757575757575	False	False	lengthen in both
ENSMUSG00000039168	Dap	0.0116959064327485	0.0047169811320755	False	False	lengthen in both
ENSMUSG00000062154	Tex33	0.0080053073861122	0.0084745762711864	False	False	lengthen in both
ENSMUSG00000094714	Gm16430	0.0270270270270269	-0.0105401844532279	False	True	discordant
ENSMUSG00000096468	Gm16405	0.0270270270270269	-0.0105401844532279	False	True	discordant
ENSMUSG00000034566	Atp5h	9.941981436889512e-05	0.0164609053497942	False	False	lengthen in both
ENSMUSG00000029151	Slc30a3	0.0021258593336859	0.0149501661129568	False	False	lengthen in both
ENSMUSG00000030536	Iqgap1	0.017391304347826	0.0	False	False	delta 0 in one mouse
ENSMUSG00000046957	Spz1	0.0191173339692205	-0.0017182130584192	False	False	discordant
ENSMUSG00000024875	Yif1a	0.0239901957492529	-0.0064766839378238	False	False	discordant
ENSMUSG00000025410	Dctn2	0.0	0.0179028132992327	False	False	delta 0 in one mouse
ENSMUSG00000019579	Mydgf	0.0386900388369896	-0.0203847325382506	False	False	discordant
ENSMUSG00000002210	Smg9	0.0122372971534983	0.0063588679139435	False	False	lengthen in both
ENSMUSG00000048758	Rpl29	-0.0024338510692566	0.0212946525896166	True	False	discordant
ENSMUSG00000019763	Rmnd1	0.027686877555183	-0.0087065710144125	False	False	discordant
ENSMUSG00000035785	Cmtm2b	0.0094362019493532	0.0101317122593718	False	False	lengthen in both
ENSMUSG00000033917	Gde1	0.018357321382401	0.0012928248222365	False	False	lengthen in both
ENSMUSG00000057531	Dtnbp1	0.0035429996620164	0.0162721893491124	False	False	lengthen in both
ENSMUSG00000040048	Ndufb10	0.0033140016570007	0.0165539735493863	False	False	lengthen in both
ENSMUSG00000028141	Oaz3	0.0201174330189075	-0.0001319783555496	False	False	discordant
ENSMUSG00000035504	Reep6	-0.0048518732729258	0.0251288659793814	False	False	discordant
ENSMUSG00000070564	Ntn5	0.0208377796317494	-0.0003487561032318	False	False	discordant
ENSMUSG00000043036	Ccdc63	0.012328473413379	0.0086206896551723	False	False	lengthen in both
ENSMUSG00000041477	Dcp1b	0.0123287671232876	0.0090361445783132	False	False	lengthen in both
ENSMUSG00000095368	Gm3012	0.0056818181818181	0.0159123055162658	False	False	lengthen in both
ENSMUSG00000095533	Gm10413	0.0056818181818181	0.0159123055162658	False	False	lengthen in both
ENSMUSG00000039737	Prkrip1	0.0293939560742004	-0.0075166346392669	False	True	discordant
ENSMUSG00000059430	Actg2	-0.0033333333333334	0.0256410256410256	False	False	discordant
ENSMUSG00000079091	Gm3404	-0.0102894335964547	0.0328301886792452	True	False	discordant
ENSMUSG00000056458	Mok	0.0067164179104477	0.0165886856656741	False	False	lengthen in both
ENSMUSG00000044678	Ly6k	0.0168583004818221	0.0067532467532467	False	False	lengthen in both
ENSMUSG00000035560	Wdr20rt	0.0010609223761623	0.0226244343891403	False	False	lengthen in both
ENSMUSG00000030417	Pdcd5	0.0639339131190337	-0.0388794952124293	False	False	discordant
ENSMUSG00000042099	Kank3	0.0015879989957319	0.024390243902439	False	False	lengthen in both
ENSMUSG00000029486	Mrpl1	0.0264915161466885	-0.0004929270697204	False	False	discordant
ENSMUSG00000020460	Rps27a	0.0178970124393096	0.008125362739408	False	False	lengthen in both
ENSMUSG00000020472	Zkscan17	-0.0008547008547008	0.0269966254218222	False	False	discordant
ENSMUSG00000001558	Klhl10	-0.0018702829999364	0.0283549670260651	False	False	discordant
ENSMUSG00000047104	Pbp2	0.0104709091318951	0.0164641403053611	False	False	lengthen in both
ENSMUSG00000095040	1700001J03Rik	0.025462192861556	0.0015977961432506	False	False	lengthen in both
ENSMUSG00000008036	Ap2s1	0.0135244091396681	0.0139824911000157	False	False	lengthen in both
ENSMUSG00000026927	Entr1	0.027919863597613	-9.528256043300765e-05	False	False	discordant
ENSMUSG00000028932	Psmc2	0.0265147224956945	0.0014420330487502	False	False	lengthen in both
ENSMUSG00000025408	Ddit3	0.0234928574135121	0.0049196798970144	False	False	lengthen in both
ENSMUSG00000017716	Birc5	0.0159189580318379	0.012781954887218	False	False	lengthen in both
ENSMUSG00000053030	Spink2	0.0127284595300261	0.0160085378868729	False	False	lengthen in both
ENSMUSG00000049916	2610318N02Rik	0.0152580241638565	0.0142900577683187	False	False	lengthen in both
ENSMUSG00000028637	Ccdc30	0.0112700950399964	0.0184478256548333	False	False	lengthen in both
ENSMUSG00000032478	Nme6	-0.0083456798344181	0.0381231671554251	False	False	discordant
ENSMUSG00000008892	Vdac3	0.0311593238173299	-0.001375979908933	False	False	discordant
ENSMUSG00000003341	Atp8b3	0.0337827433401201	-0.0039420118684593	False	False	discordant
ENSMUSG00000042888	Prr30	0.0	0.0301017262638717	False	False	delta 0 in one mouse
ENSMUSG00000001039	B9d1	-0.0169325602066026	0.0471060753392804	True	False	discordant
ENSMUSG00000031916	Cog8	-0.0017346994091179	0.0322649572649572	False	False	discordant
ENSMUSG00000030403	Vasp	0.0068171063527741	0.0249731471535982	False	False	lengthen in both
ENSMUSG00000059518	Znhit1	0.0069230769230769	0.0249307479224376	False	False	lengthen in both
ENSMUSG00000033918	Parl	0.0175687472719335	0.0150501672240802	False	False	lengthen in both
ENSMUSG00000000088	Cox5a	0.0313910093299405	0.0017226528854435	False	False	lengthen in both
ENSMUSG00000040866	Rsph6a	0.0199843260188088	0.0131475667189953	False	False	lengthen in both
ENSMUSG00000041840	Haus1	0.0117915557246101	0.0213526109795035	False	False	lengthen in both
ENSMUSG00000022972	Cfap298	0.0163042540786509	0.0169873142346166	False	False	lengthen in both
ENSMUSG00000044084	Spem2	0.0238004772760601	0.0099154502175131	False	False	lengthen in both
ENSMUSG00000079003	Samd1	0.032213648205565	0.0019841269841269	False	False	lengthen in both
ENSMUSG00000028330	Ncbp1	-0.0062101145954848	0.0413308913308912	False	False	discordant
ENSMUSG00000027702	Lrrc34	0.0350301326434478	0.0005688282138793	False	False	lengthen in both
ENSMUSG00000025651	Uqcrc1	0.0169491525423728	0.0190156599552572	False	False	lengthen in both
ENSMUSG00000062028	Irgc1	0.0287733453704226	0.0072790071313402	False	False	lengthen in both
ENSMUSG00000061983	Rps12	0.017248037070408	0.0188295165394402	False	False	lengthen in both
ENSMUSG00000048003	Catsper4	0.0054015636105189	0.0308595702148924	False	False	lengthen in both
ENSMUSG00000032403	2300009A05Rik	0.0521622553542163	-0.01574565684944	False	False	discordant
ENSMUSG00000084782	Gm11213	0.0337261882386759	0.002697651869981	False	False	lengthen in both
ENSMUSG00000070332	Trim80	-0.0041114664230241	0.0413449275362318	True	False	discordant
ENSMUSG00000050623	Catsperz	0.0087794441573193	0.028717308588874	False	False	lengthen in both
ENSMUSG00000024608	Rps14	0.0230283368969499	0.0147117014674214	False	False	lengthen in both
ENSMUSG00000012211	Tex22	0.0169726359542777	0.0219546742209632	False	False	lengthen in both
