gene_id	symbol	m1_delta	m2_delta	m1_mono_short	m2_mono_short	category
ENSMUSG00000039157	Fam102a	0.0121076438068259	0.0272727272727272	False	False	lengthen in both
ENSMUSG00000037437	Adam32	-0.0123460246360582	0.0526462043703422	False	False	discordant
ENSMUSG00000042293	Gm5617	0.0139282982771549	0.0266338971424892	False	False	lengthen in both
ENSMUSG00000061099	Gapdhs	0.0	0.0411437097104849	False	False	delta 0 in one mouse
ENSMUSG00000061111	Mcrip1	0.0056759545923632	0.0359223300970873	False	False	lengthen in both
ENSMUSG00000024101	Washc1	0.0	0.0416072786012922	False	False	delta 0 in one mouse
ENSMUSG00000031753	Cog4	0.0973803821905088	-0.0557223346168069	False	True	discordant
ENSMUSG00000057841	Rpl32	0.0286176214213587	0.0131492850053303	False	False	lengthen in both
ENSMUSG00000052631	Sh2d6	0.0052494589694098	0.0367816091954023	False	False	lengthen in both
ENSMUSG00000040456	H2ap	0.0246060476535956	0.0175262682182804	False	False	lengthen in both
ENSMUSG00000021196	Pfkp	0.0161148549663052	0.0278346295538273	False	False	lengthen in both
ENSMUSG00000020475	Pgam2	0.0002259657771469	0.0441566156949867	False	False	lengthen in both
ENSMUSG00000028700	Pomgnt1	0.0147810386510389	0.0298146655922643	False	False	lengthen in both
ENSMUSG00000050089	Akap4	-0.0166706279412464	0.0612857384201059	False	False	discordant
ENSMUSG00000039742	Fam71f1	0.0256410256410256	0.019047619047619	False	False	lengthen in both
ENSMUSG00000024154	Gtf2a1l	0.0138768854463922	0.0310077519379845	False	False	lengthen in both
ENSMUSG00000044627	Swi5	0.0119391525505062	0.0330835661671323	False	False	lengthen in both
ENSMUSG00000030688	Stard10	0.0152412117606227	0.0306381261649021	False	False	lengthen in both
ENSMUSG00000026274	Pask	0.0315944158706833	0.0143223515486289	False	False	lengthen in both
ENSMUSG00000062006	Rpl34	0.0313379547586781	0.0147449677545437	False	False	lengthen in both
ENSMUSG00000028391	Wdr31	0.023701002734731	0.0225155279503105	False	False	lengthen in both
ENSMUSG00000043445	Pgp	0.016573610222232	0.0307692307692307	False	False	lengthen in both
ENSMUSG00000063897	CAAA01118383.1	0.0265799499817426	0.0210526315789473	False	False	lengthen in both
ENSMUSG00000025171	Ubtd1	0.0468252809808787	0.0008139170000783	False	False	lengthen in both
ENSMUSG00000029730	Mcm7	0.0424494032174364	0.0052622028669933	False	False	lengthen in both
ENSMUSG00000012848	Rps5	0.0404718066743383	0.0072607260726071	False	False	lengthen in both
ENSMUSG00000098274	Rpl24	-0.0112288772659132	0.059001062699256	False	False	discordant
ENSMUSG00000025357	Dgka	0.0185329397110602	0.0294039011792278	False	False	lengthen in both
ENSMUSG00000025350	Rdh5	0.0142417879695818	0.03397341211226	False	False	lengthen in both
ENSMUSG00000003429	Rps11	0.0076939994608169	0.0418598944914734	False	False	lengthen in both
ENSMUSG00000072772	Grcc10	0.0332506689290609	0.0168654610747722	False	False	lengthen in both
ENSMUSG00000024975	Pdcd4	-0.0006527415143603	0.0510204081632653	False	False	discordant
ENSMUSG00000073380	Arrdc5	0.0265252804671892	0.0243125885327719	False	False	lengthen in both
ENSMUSG00000047995	Cypt4	0.0024073182474723	0.0486203893200842	False	False	lengthen in both
ENSMUSG00000041740	Rnf10	0.0400973636971299	0.0118424861467206	False	False	lengthen in both
ENSMUSG00000008129	4930432K21Rik	0.0467225680572331	0.0055712899065246	False	False	lengthen in both
ENSMUSG00000029053	Prkcz	0.0496402877697841	0.0028373266078184	False	False	lengthen in both
ENSMUSG00000039660	Spout1	0.0606009070294785	-0.0071922029779799	False	False	discordant
ENSMUSG00000049751	Rpl36al	0.0503221244500313	0.0031556810800179	False	False	lengthen in both
ENSMUSG00000035268	Pkig	0.040719614143834	0.0129068825910931	False	False	lengthen in both
ENSMUSG00000062773	Tex101	0.0709676260715482	-0.0172389076051895	False	False	discordant
ENSMUSG00000036980	Taf6	0.0012062726176115	0.053294479520803	False	False	lengthen in both
ENSMUSG00000021807	Rtraf	0.0546546010807903	-0.0001377600220416	False	False	discordant
ENSMUSG00000007892	Rplp1	0.0347593413297261	0.0200444500889002	False	False	lengthen in both
ENSMUSG00000024807	Syvn1	0.0536915331104193	0.0014285714285714	False	False	lengthen in both
ENSMUSG00000070331	Qrich2	0.0252986356294172	0.0304010881821273	False	False	lengthen in both
ENSMUSG00000038994	Hils1	-0.0622661954824699	0.118187740212364	True	False	discordant
ENSMUSG00000024208	Uqcc2	0.019066550480795	0.0371736887047067	False	False	lengthen in both
ENSMUSG00000078577	Tmco2	0.0679523929460962	-0.0113925948133712	False	False	discordant
ENSMUSG00000018543	1700001P01Rik	0.0714285714285714	-0.0135693215339233	False	False	discordant
ENSMUSG00000068663	Clec16a	0.0188679245283018	0.0392286355831461	False	False	lengthen in both
ENSMUSG00000033845	Mrpl15	0.0656427519461392	-0.0070058476228141	False	False	discordant
ENSMUSG00000027518	1700021F07Rik	0.0094511851744868	0.0493963315532853	False	False	lengthen in both
ENSMUSG00000062077	Trim54	0.0522875816993464	0.0067567567567567	False	False	lengthen in both
ENSMUSG00000039195	1110008P14Rik	0.0482648583964898	0.0108683346541379	False	False	lengthen in both
ENSMUSG00000027968	Larp7	0.0164258600473001	0.0432702110020992	False	False	lengthen in both
ENSMUSG00000038246	Fam50b	0.0092059838895282	0.0509522977459374	False	False	lengthen in both
ENSMUSG00000027905	Ddx20	0.0572144412042552	0.0031729715494465	False	False	lengthen in both
ENSMUSG00000095557	Gm3415	-0.0169668297403364	0.0774822695035461	False	False	discordant
ENSMUSG00000039221	Rpl22l1	0.0535060396767863	0.0072495446265937	False	False	lengthen in both
ENSMUSG00000025487	Psmd13	0.0025201612903226	0.0582578333300578	False	False	lengthen in both
ENSMUSG00000029048	Rer1	0.0157974300831443	0.0450746268656716	False	False	lengthen in both
ENSMUSG00000006333	Rps9	0.0471793511757148	0.0139829400950671	False	False	lengthen in both
ENSMUSG00000073616	Cops9	0.0030102946396876	0.058642099466824	False	False	lengthen in both
ENSMUSG00000073888	Ccl27a	0.0345377192569151	0.028031695998599	False	False	lengthen in both
ENSMUSG00000035399	Oser1	0.0108459869848156	0.0536210652843512	False	False	lengthen in both
ENSMUSG00000091955	Gm9844	0.0212007588581356	0.0435578561959472	False	False	lengthen in both
ENSMUSG00000073877	Gm13306	0.0651441930885985	-0.0002587322121604	False	False	discordant
ENSMUSG00000022805	Maats1	0.0632603406326034	0.0017421602787456	False	False	lengthen in both
ENSMUSG00000030216	Wbp11	0.0049123522947339	0.0603872649129758	False	False	lengthen in both
ENSMUSG00000025967	Eef1b2	0.027759541004196	0.041446872645064	False	False	lengthen in both
ENSMUSG00000021520	Uqcrb	-0.0038669368456601	0.0757396661651981	True	False	discordant
ENSMUSG00000037363	Letm2	0.0726001434279274	0.0	False	False	delta 0 in one mouse
ENSMUSG00000006998	Psmd2	0.04989933851021	0.0234113712374581	False	False	lengthen in both
ENSMUSG00000042800	Spata46	0.0505128205128204	0.0232945700943136	False	False	lengthen in both
ENSMUSG00000013787	Ehmt2	0.0074388674388674	0.0664272890484739	False	False	lengthen in both
ENSMUSG00000033983	Coil	0.0517182130584192	0.0222222222222222	False	False	lengthen in both
ENSMUSG00000015335	Zdhhc12	0.0778812197537323	-0.00343521253371	False	False	discordant
ENSMUSG00000032553	Srprb	0.0693069306930693	0.0052173913043478	False	False	lengthen in both
ENSMUSG00000053838	Nudcd3	0.0021209610604805	0.0724262762498198	False	False	lengthen in both
ENSMUSG00000044894	Uqcrq	0.0528698015507639	0.0226593120691985	False	False	lengthen in both
ENSMUSG00000070708	Gtsf1l	-0.0224504361617763	0.0982456140350878	False	False	discordant
ENSMUSG00000073758	Sh3d21	0.0057639342400409	0.0705111845203219	False	False	lengthen in both
ENSMUSG00000024944	Arl2	-0.0681818181818182	0.1464048672566371	True	False	discordant
ENSMUSG00000030330	Ing4	0.0002591344908007	0.0781045751633987	False	False	lengthen in both
ENSMUSG00000021997	Lrrc63	0.0583981647715938	0.0201839339028888	False	False	lengthen in both
ENSMUSG00000031554	Adam5	0.0601370659788078	0.0199704142011835	False	False	lengthen in both
ENSMUSG00000074749	Kiz	0.0632472902000224	0.0168918918918918	False	False	lengthen in both
ENSMUSG00000002228	Ppm1j	0.0812603648424544	0.0002337745828585	False	False	lengthen in both
ENSMUSG00000067367	Lyar	0.0677073636194377	0.0151890728443043	False	False	lengthen in both
ENSMUSG00000090841	Myl6	0.0440648387421552	0.0390540108660913	False	False	lengthen in both
ENSMUSG00000009115	Spatc1l	0.0272859216255442	0.0560371517027863	False	False	lengthen in both
ENSMUSG00000101113	1700025B11Rik	0.0258620689655172	0.0588235294117647	False	False	lengthen in both
ENSMUSG00000005131	4930550C14Rik	0.0761038502296008	0.0116977225672878	False	False	lengthen in both
ENSMUSG00000007050	Lsm2	0.0521683164454792	0.0372452891563465	False	False	lengthen in both
ENSMUSG00000039632	Ccdc151	0.0551933256213411	0.0343347639484978	False	False	lengthen in both
ENSMUSG00000020636	Allc	0.0906730259671436	0.0	False	False	delta 0 in one mouse
ENSMUSG00000050973	Gdpgp1	0.0367761005567353	0.0592426283490494	False	False	lengthen in both
ENSMUSG00000044566	Cage1	0.0109319271122741	0.0894433312154831	False	False	lengthen in both
ENSMUSG00000031765	Mt1	-0.0244584282492099	0.1248524964717505	False	False	discordant
ENSMUSG00000005897	Nr2c1	0.0990840297621687	0.002659574468085	False	False	lengthen in both
ENSMUSG00000022890	Atp5j	0.0458202010134807	0.0578817733990147	False	False	lengthen in both
ENSMUSG00000009093	Gstt4	0.0679199807182453	0.0373014200834351	False	False	lengthen in both
ENSMUSG00000029182	Fam166c	0.0769230769230768	0.0290322580645161	False	False	lengthen in both
ENSMUSG00000029014	Dnajc2	0.1121045781223473	-0.0059523809523809	False	False	discordant
ENSMUSG00000029049	Morn1	0.0722222222222221	0.0342105263157894	False	False	lengthen in both
ENSMUSG00000054523	Ms4a5	0.0	0.1070427596119296	False	False	delta 0 in one mouse
ENSMUSG00000035085	1700020L24Rik	0.047756985388362	0.0611711895531523	False	False	lengthen in both
ENSMUSG00000003527	Ess2	0.0879126261142129	0.0211805555555555	False	False	lengthen in both
ENSMUSG00000014294	Ndufa2	0.06859305490105	0.0411335925034141	False	False	lengthen in both
ENSMUSG00000016252	Atp5e	0.0712795112642571	0.0386437908496731	False	False	lengthen in both
ENSMUSG00000010376	Nedd8	0.0591116245213153	0.0533627131634412	False	False	lengthen in both
ENSMUSG00000038489	Polr2l	-0.0052356020942408	0.1189153439153439	True	False	discordant
ENSMUSG00000003955	Fam162a	0.0662300996000313	0.0476562499999999	False	False	lengthen in both
ENSMUSG00000014243	Zswim7	0.0382550335570469	0.0758558558558558	False	False	lengthen in both
ENSMUSG00000038173	Enpp6	0.1354667653224812	-0.0196078431372549	False	True	discordant
ENSMUSG00000037152	Ndufc1	0.0491645137577074	0.0701311117181098	False	False	lengthen in both
ENSMUSG00000031991	Spata19	0.0349966832752283	0.0849120026140246	False	False	lengthen in both
ENSMUSG00000025557	Slc15a1	0.0732907112756172	0.0487576183778715	False	False	lengthen in both
ENSMUSG00000073421	H2-Ab1	0.0669097827810369	0.0581900910010111	False	False	lengthen in both
ENSMUSG00000054428	Atpif1	0.0670563741191543	0.05900684028966	False	False	lengthen in both
ENSMUSG00000018287	Spag7	0.0513175470552519	0.0748338236896589	False	False	lengthen in both
ENSMUSG00000020857	Nme2	0.1109420565487511	0.0163455018083182	False	False	lengthen in both
ENSMUSG00000118454	Wdr88	0.0441214977742864	0.0833052276559865	False	False	lengthen in both
ENSMUSG00000040514	Tex47	0.0	0.1277650648360031	False	False	delta 0 in one mouse
ENSMUSG00000037143	Cfap61	0.0386904761904762	0.0891719745222929	False	False	lengthen in both
ENSMUSG00000020698	Cct6b	0.0159500693481276	0.11234247590808	False	False	lengthen in both
ENSMUSG00000074435	Smcp	0.1192687210474916	0.0120033864903905	False	False	lengthen in both
ENSMUSG00000031805	Jak3	0.0235475595102783	0.1080368906455863	False	False	lengthen in both
ENSMUSG00000070858	Gm1673	0.0341235269147581	0.0988167760074976	False	False	lengthen in both
ENSMUSG00000030792	Dkkl1	0.1242549310436953	0.0095941639187222	False	False	lengthen in both
ENSMUSG00000037563	Rps16	0.0939312851007598	0.0400010437323871	False	False	lengthen in both
ENSMUSG00000038180	Spag4	0.0965111642743221	0.0396746347941566	False	False	lengthen in both
ENSMUSG00000028441	1110017D15Rik	0.0352442592055541	0.1031273044682228	False	False	lengthen in both
ENSMUSG00000062683	Atp5g2	0.0968141045468604	0.043010752688172	False	False	lengthen in both
ENSMUSG00000056185	Snx32	0.0991503012547618	0.0424036281179138	False	False	lengthen in both
ENSMUSG00000051811	Cox6b2	0.0	0.1429919948468681	False	False	delta 0 in one mouse
ENSMUSG00000038690	Atp5j2	0.0159798149705634	0.1293866264454499	False	False	lengthen in both
ENSMUSG00000020444	Guk1	0.0074626865671642	0.140495867768595	False	False	lengthen in both
ENSMUSG00000050856	Atp5k	0.0520566832631175	0.0968025514167723	False	False	lengthen in both
ENSMUSG00000051437	Ubqlnl	0.0638038329950158	0.0855028157683025	False	False	lengthen in both
ENSMUSG00000017778	Cox7c	0.0638610365114951	0.08788099977881	False	False	lengthen in both
ENSMUSG00000005354	Txn2	-0.0129870129870129	0.1650993759385188	True	False	discordant
ENSMUSG00000041138	Nme8	0.0770044635476938	0.0771144278606964	False	False	lengthen in both
ENSMUSG00000014313	Cox6c	-0.0088235294117646	0.1631893784651298	False	False	discordant
ENSMUSG00000028998	Tomm7	0.0612800785060154	0.0954196535548199	False	False	lengthen in both
ENSMUSG00000092417	Gpank1	0.1095478534456511	0.0509731232622798	False	False	lengthen in both
ENSMUSG00000024104	Washc2	0.0364539007092199	0.1245868293923213	False	False	lengthen in both
ENSMUSG00000099913	Gm28551	0.0943711700701057	0.0680056377730796	False	False	lengthen in both
ENSMUSG00000043687	1190005I06Rik	0.1516082107645062	0.0178571428571429	False	False	lengthen in both
ENSMUSG00000094205	Gm8926	0.1862757871878393	-0.016481289683433	False	False	discordant
ENSMUSG00000095829	Speer1	0.1863801461544027	-0.016481289683433	False	False	discordant
ENSMUSG00000021552	Gkap1	0.0905543509735925	0.0804528081204703	False	False	lengthen in both
ENSMUSG00000025069	Gsto2	0.0666542854489739	0.1046767004715457	False	False	lengthen in both
ENSMUSG00000079652	Fam71f2	0.0778304214786299	0.0979097909790979	False	False	lengthen in both
ENSMUSG00000116024	Gm49527	0.1122459163941292	0.065602745691	False	False	lengthen in both
ENSMUSG00000020914	Top2a	0.0972596834099752	0.0810410094637223	False	False	lengthen in both
ENSMUSG00000015377	Dennd6b	0.037037037037037	0.1454545454545455	False	False	lengthen in both
ENSMUSG00000068523	Gng5	0.0425112685125563	0.1534243590674704	False	False	lengthen in both
ENSMUSG00000048445	Ccdc57	0.0606203618207312	0.135593220338983	False	False	lengthen in both
ENSMUSG00000016356	Col20a1	-0.0075566750629723	0.2059964617151369	True	False	discordant
ENSMUSG00000071661	Zbtb3	0.0530674846625767	0.1466549604916593	False	False	lengthen in both
ENSMUSG00000029145	Eif2b4	0.0884613426986308	0.111406932755729	False	False	lengthen in both
ENSMUSG00000061787	Rps17	0.0788830683227514	0.1228181794248505	False	False	lengthen in both
ENSMUSG00000006143	Upk3bl	0.0014217375305255	0.2011834319526627	False	False	lengthen in both
ENSMUSG00000032330	Cox7a2	0.0940989381236998	0.118623382645233	False	False	lengthen in both
ENSMUSG00000040985	Sun3	0.1877494099978545	0.0301602002732667	False	False	lengthen in both
ENSMUSG00000028560	Usp1	0.0486813186813186	0.1745364047467297	False	False	lengthen in both
ENSMUSG00000053184	Spaca3	0.1301124744376278	0.0944656488549617	False	False	lengthen in both
ENSMUSG00000050150	Slc9b1	0.1738162392507319	0.0516404805914971	False	False	lengthen in both
ENSMUSG00000024033	Rsph1	0.1141659538066723	0.1144056765732297	False	False	lengthen in both
ENSMUSG00000032892	Rangrf	0.2289327944918425	0.0074291257496926	False	False	lengthen in both
ENSMUSG00000037894	H2az1	0.0588235294117647	0.1792590520155743	False	False	lengthen in both
ENSMUSG00000042043	Tbca	0.1170224292989489	0.126022689865033	False	False	lengthen in both
ENSMUSG00000036438	Calm2	0.0235697487099525	0.2254666100602229	False	False	lengthen in both
ENSMUSG00000074217	Misp3	0.108739837398374	0.1443298969072165	False	False	lengthen in both
ENSMUSG00000025470	Zfp511	0.1840587449933244	0.0931250333569691	False	False	lengthen in both
ENSMUSG00000113902	Ndufb1-ps	0.0744661578212705	0.2083539443126273	False	False	lengthen in both
ENSMUSG00000061086	Myl4	0.3482758620689655	-0.0617283950617283	False	True	discordant
ENSMUSG00000028861	Mrps15	0.011049723756906	0.3127090117649639	False	False	lengthen in both
ENSMUSG00000002102	Psmc3	0.1318708428613449	0.2121619757174392	False	False	lengthen in both
ENSMUSG00000040600	Eps8l3	0.1324279985417426	0.2127257843810087	False	False	lengthen in both
ENSMUSG00000022768	Ccdc116	0.128440366972477	0.239214884481701	False	False	lengthen in both
ENSMUSG00000060981	H4c8	0.2403697078115682	0.1594202898550724	False	False	lengthen in both
ENSMUSG00000065968	Ifitm7	0.379910496965505	0.0299197962204399	False	False	lengthen in both
ENSMUSG00000031708	Tecr	0.0518134715025906	0.3678571428571429	False	False	lengthen in both
ENSMUSG00000007603	Dus3l	0.067692558547174	0.3727428759522242	False	False	lengthen in both
ENSMUSG00000020268	Lyrm7	-0.0111350574712643	0.4736842105263158	False	False	discordant
ENSMUSG00000038416	Cdc16	0.011605415860735	0.4587525150905432	False	False	lengthen in both
ENSMUSG00000025362	Rps26	0.2799004232533623	0.2343566392479436	False	False	lengthen in both
ENSMUSG00000039110	Mycbpap	0.2132778031340331	0.3452068702935951	False	False	lengthen in both
ENSMUSG00000010435	Spaca7	-0.0271043771043771	0.6071037110496372	False	False	discordant
ENSMUSG00000024163	Mapk8ip3	0.3564792945992756	0.2285714285714285	False	False	lengthen in both
ENSMUSG00000030544	Mesp1	0.4534830339128797	0.1731528751200254	False	False	lengthen in both
ENSMUSG00000040936	Ulk4	0.5210976000933135	0.1100304663698148	False	False	lengthen in both
ENSMUSG00000032803	Cdv3	0.3164218958611482	0.316298877274487	False	False	lengthen in both
ENSMUSG00000090862	Rps13	0.3922480620155039	0.2672374429223744	False	False	lengthen in both
ENSMUSG00000035211	Xrra1	0.3901284976582203	0.2785752610290163	False	False	lengthen in both
ENSMUSG00000018697	Aatf	0.3814432989690721	0.299492385786802	False	False	lengthen in both
ENSMUSG00000099398	Ms4a14	0.2651985111662531	0.4210259014728289	False	False	lengthen in both
ENSMUSG00000020308	Tpgs1	0.5052142275433902	0.3979591836734694	False	False	lengthen in both
ENSMUSG00000022681	Ntan1	0.493271348177147	0.4125	False	False	lengthen in both
ENSMUSG00000071645	Tut1	0.3092783505154639	0.6335715697253146	False	False	lengthen in both
ENSMUSG00000028936	Rpl22	0.4544185909865444	0.5234594465363697	False	False	lengthen in both
ENSMUSG00000033545	Znrf1	0.4213305613305613	0.5639034822632387	False	False	lengthen in both
ENSMUSG00000019732	Calr3	0.5463108320251178	0.4410852222362923	False	False	lengthen in both
ENSMUSG00000070280	Slc22a14	0.6026538693520048	0.6572939399026356	False	False	lengthen in both
ENSMUSG00000070283	Ndufaf3	0.5261652149740548	0.7548435171385991	False	False	lengthen in both
ENSMUSG00000006235	Epor	0.7890625	0.5135869565217392	False	False	lengthen in both
ENSMUSG00000022552	Sharpin	0.784996534996535	0.7362229102167184	False	False	lengthen in both
ENSMUSG00000021102	Glrx5	0.729381443298969	0.8001893939393939	False	False	lengthen in both
ENSMUSG00000029146	Snx17	0.8180691987058034	0.9370685687988954	False	False	lengthen in both
ENSMUSG00000032375	Aph1b	0.8876728110599078	0.9418414154652688	False	False	lengthen in both
ENSMUSG00000004054	Map3k11	0.9217391304347826	0.9155818540433924	False	False	lengthen in both
