set	truth	shift	n	median_d	modal_10bp_bin_lo	frac_within_10	frac_within_25	bin_lo	bin_width_bp	pct_of_calls	source	panel
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	20	20	1.240000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	40	20	1.370000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	60	20	0.870000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	80	20	0.750000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	100	20	0.620000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	120	20	0.620000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	140	20	0.120000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	160	20	0.370000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	180	20	0.000000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	200	20	0.120000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	220	20	0.000000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	240	20	0.120000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	260	20	0.370000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
m1_tier2_toolshift87	atlas	0	805	16	10	0.039800	0.096900	280	20	0.120000	results/paramsweep/leadB/dist_m1_tier2_tool87.txt	f_annotation
