cluster	s_Spermatogonia	s_Spermatocyte	s_RoundSpermatid	s_Elongating	s_Sertoli	s_Leydig	s_Immune	n_cells	abs_Spermatogonia	abs_Spermatocyte	abs_RoundSpermatid	abs_Elongating	abs_Sertoli	abs_Leydig	abs_Immune	stage	somatic_abs_max	margin	z_s_Spermatogonia	z_s_Spermatocyte	z_s_RoundSpermatid	z_s_Elongating	z_s_Sertoli	z_s_Leydig	z_s_Immune	mouse	source
0	-0.0038544585719552183	-0.29102917932403477	0.7885239833210549	1.8413562953746159	-0.007922778302230938	-0.0031434112265656213	0.017535797219771606	98	0.042098276886452096	0.22667097497178257	1.601209317527066	2.8982075558952407	0.00382193360090135	0.021866586786407592	0.03914753908207745	RoundSpermatid	0.03914753908207745	1.0456757134147832	-0.10973507019052672	-0.8465145990656162	1.5739714729119472	0.528295759497164	-0.36647496663565154	-0.13278170075930318	0.35905366777217823	mouse1	PAS
1	0.02319382272040833	-0.1690701960334105	0.6275654451166814	0.8172320090042209	-0.003385786955893145	-0.009907496220892261	-0.01210618231121413	143	0.06886923776419278	0.3714460242170189	1.4915809024065005	1.9265430682599392	0.007768820374115976	0.010578504702961776	0.008630051724656054	RoundSpermatid	0.010578504702961776	0.5973879736142842	0.555169249135957	-0.43886420063248227	1.1525572227502412	-0.3693603182228918	-0.22997551463310578	-0.5936385402596054	-0.38304228361870224	mouse1	PAS
10	-0.05052849865484122	0.09714473424768887	-0.2422738879463056	0.3570117123463209	-0.016367788921898913	0.012901431043156523	-0.03673739612561883	44	0.014576691549925646	0.6411934621595458	0.5403892050855922	1.3354770720428006	0.0	0.040336200211376946	0.0033330439530829497	Spermatocyte	0.040336200211376946	1.22371306852261	-1.2570823088592549	0.4509646538712756	-1.124816157955183	-0.7727484146513345	-0.6205506819598247	0.9604002011397736	-0.9996921949515641	mouse1	PAS
11	0.006091623806744039	-0.2105293354254617	0.02905873178383245	2.7987574029882802	-0.0013840747765555632	0.02187943814002214	0.057595013221565	61	0.0216824403456928	0.11949508516976017	0.5749383128157842	3.478094545392652	0.0037498354597124543	0.03116353620154732	0.06369637092277793	Elongating	0.06369637092277793	1.2327074429021	0.1347608023010554	-0.5774422228154844	-0.41442555821699156	1.3674682452031555	-0.1697522092113417	1.572098010842513	1.3619482949595503	mouse1	PAS
12	0.016246776500885046	-0.24814567965173995	0.205196564441301	2.8557850045924407	0.005112602498056184	0.004332419937147806	0.08140454602152233	99	0.0340246250526265	0.128577940571123	0.7943303638420053	3.6132160679431964	0.010416401375149915	0.013754181667268764	0.08906271159358685	Elongating	0.08906271159358685	1.0330574902743035	0.38439606809743193	-0.70317562348593	0.046730423332785674	1.4174535583717354	0.025706150773784752	0.376568481214543	1.9580271727850602	mouse1	PAS
2	0.043325569658226495	-0.24394667787263155	0.7994476872224255	1.1206043050077483	-0.009107177607572762	-0.00451735742722358	-0.010551099322886788	91	0.08943111911389165	0.2965811246238931	1.6576485559465075	2.2368720740865724	0.001205320677506993	0.016784227462988837	0.008807135167005065	RoundSpermatid	0.016784227462988837	0.5525209786211929	1.0500504340015606	-0.6891403740759214	1.6025714126227535	-0.10345120060534237	-0.4021086815339294	-0.2263926628051325	-0.34411030916982255	mouse1	PAS
3	-0.011069180326734396	-0.2672044057609096	0.3553871195953474	2.658916725526319	-0.003912071235036389	-0.0052386356250436064	0.038603893001667035	95	0.01754851143598958	0.16201316244376196	1.0233757001517092	3.5524105916093203	0.003682382671665613	0.013516552662197371	0.05051976564002033	Elongating	0.05051976564002033	0.8049439352189824	-0.2870882855626906	-0.7668798056823083	0.4399524349619462	1.2448963701809286	-0.2458092489774735	-0.27553545017794284	0.886499838056338	mouse1	PAS
4	-0.01625458160002147	-0.09749816191936998	0.36519688488655977	0.5494418668846317	-0.007819095120851098	-0.00455334836935231	-0.01849722088002606	182	0.031232661649213775	0.42565732483057517	1.2085753810572266	1.6332235740907974	0.002554087003531862	0.015583954027777612	0.004526586113909581	RoundSpermatid	0.015583954027777612	0.6652691231390682	-0.4145564846243082	-0.19963321136019438	0.4656359117788738	-0.6040812908883396	-0.3633555651733471	-0.22884483066730407	-0.5430438733283414	mouse1	PAS
5	0.00399665425376384	-0.2650715316258943	0.32676188850824767	2.8061057359399526	0.002105413539615117	0.003714933648438141	0.050116358852786674	93	0.023582569569932446	0.13637111308094665	0.9432453840526714	3.6204009718277073	0.00690289286590177	0.014435030012463778	0.05726501794143697	Elongating	0.05726501794143697	1.0089019689766694	0.08326199209653141	-0.7597506302211223	0.36500716999589095	1.3739091389725604	-0.06476782494288626	0.3344973393397451	1.174717913698385	mouse1	PAS
6	-0.04685846709160261	0.23847612362189957	-0.2855752195789318	-0.27296682479113027	-0.012161122139205456	-0.012745513982838451	-0.02845729300354451	60	0.01403406053186135	0.7801073791633446	0.553496327515948	0.8036197064260348	0.0025425550598215663	0.015317771789502306	0.00495246392691844	Spermatocyte	0.015317771789502306	2.09023283857395	-1.1668651223369149	0.9233677162370351	-1.238185715137647	-1.3249314555387148	-0.4939893405857745	-0.7870009680400453	-0.7923973009797508	mouse1	PAS
