symbol	m1_delta	m2_delta	m1_mono	m2_mono	m1_npas	m2_npas	m1_wdi_Spermatocyte	m2_wdi_Spermatocyte	m1_wdi_RoundSpermatid	m2_wdi_RoundSpermatid	m1_wdi_Elongating	m2_wdi_Elongating	mean_delta
Csl	-0.1034602076124567	-0.1391402474077543	False	True	2	2	0.1505190311418685	0.1540656205420827	0.0469552457813646	0.0430228208005985	0.0470588235294117	0.0149253731343283	-0.1213002275101055
Itpk1	-0.1100560398505603	-0.1307256235827664	False	False	3	3	0.8977272727272727	0.909297052154195	0.9011299435028248	0.910355486862442	0.7876712328767124	0.7785714285714286	-0.1203908317166633
Scamp2	-0.1183980342667895	-0.1188959660297239	True	True	2	2	0.1314984709480122	0.1188959660297239	0.0250114731528223	0.0196010206448619	0.0131004366812227	0.0	-0.1186470001482567
Ociad1	-0.0781170196785339	-0.1583631405602578	True	True	3	2	0.967402733964248	0.9663101604278076	0.8949530516431925	0.8775750441436139	0.8892857142857142	0.8079470198675497	-0.1182400801193958
Ppp2r1b	-0.1083101996955314	-0.1249335459861776	True	True	4	4	0.7365153279006597	0.7272727272727273	0.6985236985236984	0.6903553299492385	0.6282051282051282	0.6023391812865496	-0.1166218728408545
Rai14	-0.1256537120590647	-0.1070989926422067	True	False	5	5	0.7995923913043478	0.7956371986222732	0.6970419847328244	0.6784441805225653	0.6739386792452831	0.6885382059800664	-0.1163763523506357
Hs6st3	-0.1081199695273426	-0.1214736012608352	True	True	5	6	0.3656387665198238	0.512962962962963	0.345	0.4812006319115324	0.2575187969924812	0.3914893617021276	-0.1147967853940889
Tmem262	-0.0920011305822498	-0.1355363984674329	False	False	2	2	0.221311475409836	0.4027777777777778	0.0897435897435897	0.1585743801652892	0.1293103448275862	0.2672413793103448	-0.1137687645248414
Scamp1	-0.0793492695883134	-0.1479519619431189	True	True	2	2	0.0833333333333333	0.1572327044025157	0.0092896174863387	0.0105633802816901	0.0039840637450199	0.0092807424593967	-0.1136506157657162
Cx3cr1	-0.2030922228265091	-0.0227575699866692	False	False	3	2	0.7440758293838863	0.9719101123595506	0.5017381228273464	0.9817001180637543	0.5409836065573771	0.9491525423728814	-0.1129248964065892
Ttll8	-0.0708564648747468	-0.1539819508216282	True	True	3	3	0.9987677402906432	0.9995316890415236	0.9288781535158348	0.9035563592525618	0.9279112754158964	0.8455497382198953	-0.1124192078481875
Poc1b	-0.1612833711465119	-0.0625781738586617	False	True	2	2	0.9953445065176908	0.9984756097560976	0.9964497041420118	0.9977863862755948	0.834061135371179	0.935897435897436	-0.1119307725025868
Gm49380	-0.0580142075610353	-0.1654571843251088	False	True	2	2	0.4093655589123867	0.3962264150943396	0.2835443037974683	0.2923898531375167	0.3513513513513513	0.2307692307692307	-0.111735695943072
Ipo5	-0.1233945260290008	-0.092826848909447	True	True	2	2	0.9991460290350128	0.9977628635346756	0.9897540983606558	0.9888442659526996	0.875751503006012	0.9049360146252284	-0.1081106874692239
Ubl7	-0.1511103205141133	-0.0638827401640513	True	True	2	2	0.906709152062312	0.944215726636476	0.8554127533366288	0.9230041395623892	0.7555988315481986	0.8803329864724245	-0.1074965303390823
Agbl4	-0.1343966078183209	-0.0785019689785422	True	False	7	7	0.7685429492817356	0.7393715341959336	0.7533172496984318	0.7464635473340587	0.6341463414634146	0.6608695652173914	-0.1064492883984316
Plac8l1	-0.1822796232586994	-0.0291803278688524	True	False	2	2	0.6386554621848739	0.48	0.5163934426229508	0.5714520367936925	0.4563758389261745	0.4508196721311475	-0.1057299755637759
Keap1	-0.1018643007613939	-0.1081661006483483	True	True	3	3	0.9125151883353584	0.9182926829268292	0.8854625550660793	0.9090909090909092	0.8106508875739645	0.810126582278481	-0.1050152007048711
Sox5	-0.1111018270944741	-0.096788990825688	True	False	3	3	0.9947916666666666	0.95	0.9801651673794426	0.983734939759036	0.8836898395721925	0.8532110091743119	-0.103945408960081
Prpsap1	-0.1244113431613431	-0.0802090066795948	True	True	2	3	0.2054924242424242	0.5998168498168498	0.12	0.5388291517323776	0.081081081081081	0.5196078431372549	-0.102310174920469
Yap1	-0.0707964601769911	-0.1316996871741397	True	False	2	2	0.0707964601769911	0.145985401459854	0.0183727034120734	0.0136425648021828	0.0	0.0142857142857142	-0.1012480736755654
Purb	-0.1727670256700947	-0.0291718815185648	True	True	4	3	0.2796852646638054	0.1708385481852315	0.2145328719723183	0.1509009009009009	0.1069182389937106	0.1416666666666666	-0.1009694535943298
Mtfr1	-0.1039519017774138	-0.0971898026945227	True	True	4	4	0.6438865643886564	0.6573245875571457	0.6006683375104428	0.607719298245614	0.5399346626112426	0.560134784862623	-0.1005708522359682
Map2	-0.0408751668121983	-0.1583706753865407	False	True	3	2	0.2087912087912088	0.2753623188405797	0.2539159109645507	0.2327656123276561	0.1679160419790105	0.116991643454039	-0.0996229210993695
Cbx5	-0.0895889186773905	-0.105848992720501	False	True	7	5	0.4507000297885016	0.6096368715083799	0.3292011019283746	0.5128205128205128	0.3611111111111111	0.5037878787878788	-0.0977189556989457
Cep83	-0.0541424959095642	-0.1409774436090225	False	True	2	2	0.8072289156626506	0.8646616541353384	0.8079877112135176	0.7869090909090909	0.7530864197530864	0.7236842105263158	-0.0975599697592933
Kpna6	-0.0881351161517564	-0.1067612147371666	True	True	3	3	0.0997838616714697	0.1107692307692307	0.0162526120269329	0.0202502257190764	0.0116487455197132	0.0040080160320641	-0.0974481654444615
Rab42	-0.0782723383043243	-0.1163604549431321	False	True	2	2	0.1008287292817679	0.1163604549431321	0.0041724617524339	0.0016820857863751	0.0225563909774436	0.0	-0.0973163966237282
Plbd2	-0.1142384105960264	-0.0802476508998248	True	True	2	2	0.1142384105960264	0.0981047937569676	0.0675203725261932	0.066480055983205	0.0	0.0178571428571428	-0.0972430307479256
Enah	-0.0741622239146991	-0.1196236559139785	True	True	3	3	0.0865384615384615	0.125	0.0141562853907134	0.0178935117835321	0.0123762376237623	0.0053763440860215	-0.0968929399143388
Iqgap1	-0.0495801033591731	-0.1386035374990345	False	True	2	3	0.875968992248062	0.9049586776859504	0.9030303030303032	0.8223140495867769	0.8263888888888888	0.7663551401869159	-0.0940918204291038
Rassf1	-0.4891740176423416	0.3026122130708124	True	False	2	3	0.5581395348837209	0.0283737024221453	0.2484472049689441	0.2893481717011129	0.0689655172413793	0.3309859154929577	-0.0932809022857645
Marchf5	-0.0870726495726496	-0.0970402226157349	True	True	2	2	0.9375	0.9627118644067796	0.8691275167785235	0.93142144638404	0.8504273504273504	0.8656716417910447	-0.0920564360941922
Nubp1	-0.1057387057387057	-0.0768945644116029	True	False	2	2	0.1142857142857142	0.1051964512040557	0.0118343195266272	0.0143540669856459	0.0085470085470085	0.0283018867924528	-0.0913166350751543
Hdlbp	-0.0675778591567553	-0.1145973460368132	False	True	5	4	0.5167304015296367	0.659717051377513	0.4397637795275591	0.5729783037475344	0.4491525423728814	0.5451197053406998	-0.0910876025967842
Macrod2	-0.0651174117367121	-0.1167838024063179	True	True	7	6	0.264522173641474	0.2781873111782477	0.2353479853479853	0.201669449081803	0.1994047619047619	0.1614035087719298	-0.090950607071515
Clip4	-0.0872917405175469	-0.0915471583579937	True	False	3	3	0.3571428571428571	0.4031413612565445	0.2869479048697622	0.3001058341050403	0.2698511166253102	0.3115942028985507	-0.0894194494377703
Il4i1	-0.0338400562624746	-0.1445965522236708	False	False	2	2	0.9727713539723984	0.9599811676082862	0.9866785079928952	0.9765351972041936	0.9389312977099236	0.8153846153846154	-0.0892183042430727
Kif9	-0.088132863175308	-0.0878585394151645	True	True	3	3	0.6025641025641025	0.6007025761124122	0.5699115044247788	0.5766242937853108	0.5144312393887945	0.5128440366972477	-0.0879957012952362
Tax1bp1	-0.1396114710591065	-0.034971883765874	False	False	4	3	0.9564838990426456	0.9814550641940084	0.7841666666666667	0.8802846379238175	0.8168724279835392	0.9464831804281344	-0.0872916774124902
Exosc4	-0.0369257950530035	-0.1365147198480532	False	False	3	3	0.1369257950530035	0.2136752136752136	0.0521796565389696	0.0565969718817591	0.1	0.0771604938271604	-0.0867202574505283
Ipo13	-0.0914285714285714	-0.0819112627986348	True	True	2	2	0.0914285714285714	0.0819112627986348	0.0190839694656488	0.0220883534136546	0.0	0.0	-0.0866699171136031
Nup50	-0.0940435713985468	-0.0775602262535852	True	True	4	4	0.4237635352648521	0.7155900086132645	0.3482543821526873	0.6714664374238841	0.3297199638663053	0.6380297823596792	-0.085801898826066
Pheta2	-0.1357739599630921	-0.0342998791817689	False	False	4	4	0.9542263409154732	0.9819189268008164	0.647410358565737	0.6214116852414725	0.818452380952381	0.9476190476190476	-0.0850369195724305
Ier3ip1	-0.0194510268562401	-0.1504970247308499	False	False	2	2	0.0402843601895734	0.2292849035187287	0.0120300751879699	0.0424489795918367	0.0208333333333333	0.0787878787878787	-0.084974025793545
Dzip1	-0.092735773748432	-0.0766213389121338	True	True	4	5	0.4008438818565401	0.5141213389121339	0.3468660968660968	0.4958107442089699	0.308108108108108	0.4375	-0.0846785563302829
Dlgap4	-0.0993988836410476	-0.0691372467995244	False	False	2	2	0.7941176470588235	0.8287292817679558	0.6218905472636815	0.6894164193867458	0.6947187634177758	0.7595920349684313	-0.084268065220286
Camsap1	-0.0327927927927927	-0.1355998086353307	False	True	2	3	0.1927927927927928	0.2744886975242196	0.095049504950495	0.1880434782608695	0.16	0.1388888888888889	-0.0841963007140617
Flywch1	-0.1310567311161576	-0.037037037037037	False	False	2	2	0.4235095613048369	0.3333333333333333	0.28270412642669	0.1974944731024318	0.2924528301886792	0.2962962962962963	-0.0840468840765973
Ttll9	-0.0569744597249508	-0.1108433734939759	True	True	2	2	0.0569744597249508	0.1108433734939759	0.0036213140196585	0.0053741770791347	0.0	0.0	-0.0839089166094634
Rfx2	-0.0754238689795078	-0.0905525520021992	True	True	2	2	0.9671436142024378	0.9762668377164848	0.951764705882353	0.9508726567550096	0.89171974522293	0.8857142857142857	-0.0829882104908535
Ttc39c	-0.0421184320266888	-0.1223249319948965	False	False	3	4	0.9090909090909092	0.9419970631424376	0.9357798165137616	0.965288035450517	0.8669724770642202	0.819672131147541	-0.0822216820107927
N4bp2l2	0.0602789569436021	-0.2245651204281891	False	False	2	2	0.0103092783505154	0.5561440677966102	0.0249221183800623	0.7599486521181001	0.0705882352941176	0.331578947368421	-0.0821430817422934
Rnf141	-0.1293522923875432	-0.0344880677444187	True	False	2	3	0.1328125	0.5333333333333333	0.0181451612903225	0.4984939759036144	0.0034602076124567	0.4988452655889145	-0.081920180065981
Hgs	-0.0518593847737137	-0.111440323768694	False	False	3	2	0.7461871158661507	0.7456445993031359	0.5691600501462599	0.5714285714285714	0.694327731092437	0.6342042755344418	-0.0816498542712039
Ybx1	-0.0752413980688154	-0.0877492762065129	True	True	2	2	0.6915204678362573	0.5982938150796637	0.6367422489588154	0.5567230339845674	0.6162790697674418	0.5105445388731508	-0.0814953371376642
Timp2	-0.0894533602698695	-0.0726589316361556	True	True	3	3	0.1229757085020242	0.0957880434782608	0.0385620915032679	0.0402552027950782	0.0335223482321547	0.0231291118421052	-0.0810561459530125
Nelfe	-0.0981136515094253	-0.0611495246326706	False	False	3	4	0.4938608458390177	0.4514652014652014	0.3915254237288135	0.383166050360979	0.3957471943295924	0.3903156768325307	-0.0796315880710479
Lrrc36	-0.0551475453222177	-0.1037607517317874	True	True	2	2	0.9945414847161572	0.9910846953937592	0.9843317972350232	0.9903357070193286	0.9393939393939394	0.8873239436619719	-0.0794541485270026
Igf2bp3	-0.1128975750847854	-0.0429530201342281	True	False	3	4	0.617039586919105	0.7096196868008948	0.5357675111773472	0.6548109965635739	0.5041420118343195	0.6666666666666666	-0.0779252976095068
2210408I21Rik	-0.0606451612903226	-0.0942450465787109	True	True	4	4	0.4139784946236559	0.4977538185085354	0.3805874840357598	0.4180386542591267	0.3533333333333333	0.4035087719298245	-0.0774451039345167
Tmcc1	-0.107711039730142	-0.0464560188786735	False	False	4	3	0.1377952755905512	0.070323827936201	0.2088527551942186	0.1569512862616311	0.0300842358604091	0.0238678090575275	-0.0770835293044077
Zfand6	-0.0633697031210352	-0.0904489127893383	False	False	2	2	0.9257142857142856	0.9071428571428573	0.9450434782608697	0.9435517970401692	0.8623445825932504	0.8166939443535188	-0.0769093079551868
Cmss1	-0.1095003968603933	-0.0441524621212121	True	True	3	3	0.6138107416879796	0.4986979166666667	0.5113031914893617	0.487384861834201	0.5043103448275862	0.4545454545454545	-0.0768264294908027
Gm20431	-0.0837864005362329	-0.0694879832810867	False	False	2	2	0.8768898488120951	0.90282131661442	0.898989898989899	0.9296482412060302	0.7931034482758621	0.8333333333333334	-0.0766371919086598
Efcab8	-0.0778176412045854	-0.0754428111893806	False	True	2	2	0.1307977736549165	0.0998330550918197	0.0236903570236903	0.0261600152759213	0.0529801324503311	0.024390243902439	-0.076630226196983
Gnb1	-0.0821184546112912	-0.0707098343213254	True	False	2	2	0.1260744985673352	0.2118863049095607	0.0683760683760683	0.0625	0.0439560439560439	0.1411764705882353	-0.0764141444663083
Gm28051	-0.0524258076662628	-0.0999787640688044	True	True	4	3	0.6276946248705638	0.9411552346570398	0.6055297956379873	0.907465495608532	0.575268817204301	0.8411764705882353	-0.0762022858675336
Mfn2	-0.0500295159386068	-0.1017633674630261	True	True	3	3	0.4607438016528926	0.4684300341296928	0.4395424836601307	0.4237735849056603	0.4107142857142857	0.3666666666666666	-0.0758964417008165
H13	-0.1104789917725626	-0.0398358615775331	True	True	3	4	0.7050735863671572	0.7946251336081844	0.6568516421291053	0.7718233200753611	0.5945945945945946	0.7547892720306513	-0.0751574266750478
Spaca1	-0.0365037359900373	-0.1105590062111801	False	False	2	2	0.2556818181818182	0.3714285714285714	0.2004040404040404	0.2370654810024252	0.2191780821917808	0.2608695652173913	-0.0735313711006087
Dnajb13	-0.0755939524838013	-0.0708868978054798	True	True	2	2	0.0755939524838013	0.0728476821192053	0.0032992411745298	0.0033506449991623	0.0	0.0019607843137254	-0.0732404251446405
4933428G20Rik	-0.0355854262469048	-0.1101855546687948	False	True	2	2	0.5992217898832685	0.7262569832402235	0.7391304347826086	0.7152317880794702	0.5636363636363636	0.6160714285714286	-0.0728854904578498
Mrps7	-0.1939722939099997	0.0483278708424375	True	False	2	2	0.8018154311649016	0.7225054624908959	0.7529411764705882	0.8360655737704918	0.6078431372549019	0.7708333333333334	-0.0728222115337811
Kifap3	-0.2444915254237288	0.0990943921978403	True	False	3	4	0.6694915254237288	0.7243867243867245	0.4666334661354581	0.7231500339443313	0.425	0.8234811165845648	-0.0726985666129442
BC005537	-0.1012401679293538	-0.0401325478645065	True	True	3	3	0.921994884910486	0.9329896907216496	0.902948402948403	0.908751334044824	0.8207547169811321	0.8928571428571429	-0.0706863578969302
Hnrnpa2b1	-0.0664080021530456	-0.0733267362360561	False	False	4	3	0.7213375796178344	0.6161838790931989	0.7483333333333333	0.7248995983935743	0.6549295774647887	0.5428571428571428	-0.0698673691945508
Gmcl1	-0.11244062524843	-0.0265892758430071	True	False	3	2	0.9822322919150966	0.98955223880597	0.9642857142857144	0.9258698940998488	0.8697916666666666	0.9629629629629628	-0.0695149505457186
Metap2	-0.0196868008948545	-0.1181574791016603	True	True	2	3	0.0196868008948545	0.5103143418467584	0.004507405022537	0.482258064516129	0.0	0.392156862745098	-0.0689221399982574
Zc3h15	-0.0808298298468678	-0.0555743367384434	True	True	2	2	0.3698206555349412	0.5464834276475343	0.3410672853828306	0.502848265147592	0.2889908256880734	0.4909090909090909	-0.0682020832926556
4930404N11Rik	-0.0851783137497423	-0.0509225516897464	True	True	2	2	0.0888888888888888	0.0534351145038167	0.0388548057259713	0.040088638195004	0.0037105751391465	0.0025125628140703	-0.0680504327197443
Zfr	-0.0723381708456067	-0.0632820182428537	True	True	5	5	0.5320155902004454	0.5567885117493473	0.5016077170418006	0.5565836298932384	0.4596774193548387	0.4935064935064935	-0.0678100945442302
Aatf	0.0356193514088251	-0.1708037825059101	False	False	2	2	0.5959595959595959	0.6388888888888888	0.8143712574850299	0.7902813299232737	0.631578947368421	0.4680851063829787	-0.0675922155485425
Mapk1	-0.0132007500986972	-0.1204819277108433	False	True	3	2	0.3051470588235294	0.1204819277108433	0.2416267942583732	0.0400943396226415	0.2919463087248322	0.0	-0.0668413389047702
Nsun2	-0.104279480947711	-0.0290915578857514	True	False	2	3	0.976619906479626	0.965397290369828	0.9407169117647058	0.9795636910732196	0.8723404255319149	0.9363057324840764	-0.0666855194167312
Dcaf10	-0.0418250950570342	-0.091254752851711	False	True	2	2	0.0418250950570342	0.091254752851711	0.0	0.0064102564102564	0.0	0.0	-0.0665399239543726
Mlec	-0.0814462006157334	-0.0515360135091251	True	True	3	3	0.1699417758369723	0.5346820809248555	0.1592709984152139	0.5162364696086594	0.0884955752212389	0.4831460674157303	-0.0664911070624292
Kcnj9	-0.092959407793053	-0.0391414141414141	True	False	3	3	0.9482225656877898	0.9696969696969696	0.8821490467937608	0.9212916246215944	0.8552631578947368	0.9305555555555556	-0.0660504109672335
Camta1	-0.1101952231274189	-0.0213122605363984	False	False	9	10	0.6474089635854342	0.5872844827586207	0.3568329718004338	0.3404482390608324	0.5372137404580153	0.5659722222222222	-0.0657537418319086
Eif3l	-0.0644253498930621	-0.0660911073133361	False	True	2	2	0.7540805223068553	0.9393305439330544	0.7849686847599165	0.9025191675794084	0.6896551724137931	0.8732394366197183	-0.0652582286031991
Samd8	-0.0701772004612683	-0.0593513789581205	True	False	2	2	0.0745440126883425	0.0643513789581205	0.0068792995622263	0.004140127388535	0.0043668122270742	0.005	-0.0647642897096944
Rnf19a	-0.061677122519629	-0.0674531086597172	True	False	4	4	0.7313833028641072	0.7803596127247578	0.6815265113137453	0.7071741032370954	0.6697061803444782	0.7129065040650406	-0.0645651155896731
Rnf138	-0.0896702845653066	-0.038969395524859	True	True	3	3	0.5177664974619289	0.482798833819242	0.4291152533473352	0.4460622494694647	0.4280962128966223	0.4438294382943829	-0.0643198400450828
4930503B20Rik	-0.0755825407912883	-0.053030303030303	True	False	2	2	0.0765765765765765	0.053030303030303	0.0549727234578262	0.0717201166180758	0.0009940357852882	0.0	-0.0643064219107956
Mtch2	-0.0667417377053452	-0.0609933698423508	True	True	2	2	0.0800861914167714	0.0836311651179413	0.0220478325859491	0.023300295600765	0.0133444537114261	0.0226377952755905	-0.063867553773848
Pdzk1	-0.0756764655320612	-0.0513452494929433	True	False	3	3	0.4514285714285714	0.5567375886524822	0.4204885918414381	0.6023277612872988	0.3757521058965102	0.5053923391595389	-0.0635108575125023
Eif4g3	-0.019218129715803	-0.1074332171893147	False	True	3	4	0.986960065199674	0.89198606271777	0.9318706697459584	0.8109537299338999	0.967741935483871	0.7845528455284553	-0.0633256734525589
Zfp830	-0.0686339911671145	-0.0568484396634359	True	True	2	2	0.0725099601593625	0.0873362445414847	0.0260821309655937	0.0324561403508771	0.003875968992248	0.0304878048780487	-0.0627412154152752
Ammecr1l	-0.0345285250591406	-0.0908589440504334	False	True	2	4	0.0687751004016064	0.4464144996059889	0.0299785867237687	0.3892985441482321	0.0342465753424657	0.3555555555555555	-0.062693734554787
Ranbp9	-0.1068236977595712	-0.017574558734023	True	True	3	3	0.4849749582637729	0.4960691823899371	0.46875	0.492619926199262	0.3781512605042016	0.478494623655914	-0.0621991282467971
Ptma	-0.1029653866732518	-0.0213354648303001	True	False	3	3	0.7097069597069597	0.758177570093458	0.6453900709219859	0.6837782340862423	0.6067415730337079	0.7368421052631579	-0.0621504257517759
Ttll13	-0.0836738383145073	-0.040370474510706	False	False	4	4	0.6299568119356105	0.603750756200847	0.6368011847463902	0.6234710157773444	0.5462829736211031	0.5633802816901409	-0.0620221564126067
Cnppd1	-0.0530503388275942	-0.0704946653734238	False	False	3	3	0.7819660014781966	0.7904946653734238	0.8796477495107632	0.8740494296577946	0.7289156626506024	0.72	-0.061772502100509
Iqcd	-0.0125185459940653	-0.1109943121628449	False	True	2	2	0.7937685459940653	0.8278084714548803	0.7445848375451264	0.7363590005099439	0.78125	0.7168141592920354	-0.0617564290784551
Mul1	-0.0418016238434835	-0.0814574025279719	False	True	2	2	0.0913884007029877	0.0874097834803528	0.0203868269733403	0.0164566726664952	0.0495867768595041	0.0059523809523809	-0.0616295131857277
Ttc23	-0.0643399295201951	-0.0585107645564813	True	True	2	2	0.9857685009487666	0.985663082437276	0.9552572706935124	0.945273631840796	0.9214285714285714	0.9271523178807948	-0.0614253470383382
Ubtd2	-0.0344281186977816	-0.0848214285714286	False	False	3	3	0.5512820512820513	0.5848214285714286	0.4910071942446043	0.4923518164435946	0.5168539325842697	0.5	-0.0596247736346051
Erich2	-0.0550810654313839	-0.0621524332492982	True	True	3	4	0.964171974522293	0.9814957594448728	0.9625256673511292	0.9651866801210898	0.9090909090909092	0.9193433261955746	-0.058616749340341
Tsc22d4	-0.0439426076107298	-0.073052733430092	False	False	3	2	0.9085714285714286	0.8679245283018868	0.970832791996882	0.9412258606213266	0.8646288209606987	0.7948717948717948	-0.0584976705204109
Pde1a	-0.0581070287539936	-0.0580920341223116	False	False	2	2	0.6875	0.7758620689655172	0.5399449035812672	0.6576433121019108	0.6293929712460063	0.7177700348432056	-0.0580995314381526
Gfer	-0.0469402191069695	-0.0684837862580707	True	True	2	2	0.0946930280957336	0.1066782307025151	0.0605892162312395	0.0578568983224923	0.047752808988764	0.0381944444444444	-0.0577120026825201
Glt1d1	-0.0492448653646781	-0.0655862789656144	True	False	2	2	0.054862842892768	0.077562326869806	0.0056657223796034	0.0072254335260115	0.0056179775280898	0.0119760479041916	-0.0574155721651463
Phf7	-0.1141763721315659	-0.0006182549710793	True	False	2	2	0.6485300570425625	0.9924851680949242	0.5564282446240659	0.9882053817359984	0.5343536849109966	0.9918669131238448	-0.0573973135513226
Atp5pb	-0.0515243902439024	-0.0628532406882922	False	True	2	2	0.9890243902439024	0.994477172312224	0.9201773835920176	0.9680243623905596	0.9375	0.9316239316239316	-0.0571888154660973
Ube2j1	-0.0140154287101083	-0.1000593824698826	True	True	3	2	0.514308426073132	0.1015567086730911	0.5091836734693878	0.0136712749615975	0.5002929973630237	0.0014973262032085	-0.0570374055899954
Nadk2	-0.0920646192082371	-0.02148033126294	False	True	2	3	0.1302325581395348	0.5178571428571429	0.0363086232980332	0.4965581977471839	0.0381679389312977	0.4963768115942029	-0.0567724752355885
Glul	-0.0713945309367517	-0.0408565127374201	True	True	2	2	0.0716981132075471	0.0416666666666666	0.017208413001912	0.0319419237749546	0.0003035822707953	0.0008101539292465	-0.0561255218370859
Hsp90ab1	-0.0373280148646311	-0.0747574441996906	False	True	5	4	0.6246567819879187	0.7133867276887872	0.5607638888888888	0.7075208913649025	0.5873287671232876	0.6386292834890965	-0.0560427295321608
Zpr1	-0.0365124521283217	-0.0754156769596199	True	True	2	2	0.0382131324004305	0.0754156769596199	0.0028818443804034	0.0053859964093357	0.0017006802721088	0.0	-0.0559640645439708
Arpp19	-0.074753376113399	-0.0357174807657899	False	True	2	2	0.0849056603773584	0.0411522633744856	0.0077821011673151	0.0166028097062579	0.0101522842639593	0.0054347826086956	-0.0552354284395945
Ahi1	-0.0583769267855292	-0.0520369287959906	True	True	4	4	0.0890282677816978	0.1107433964576821	0.0581305523368095	0.0725694444444444	0.0306513409961685	0.0587064676616915	-0.0552069277907599
Nubp2	-0.0292704542173054	-0.079769390640025	True	True	2	2	0.9986582093193462	0.998688309558944	0.99457111834962	0.992505353319058	0.9693877551020408	0.918918918918919	-0.0545199224286652
Ncbp2	-0.0781062595221887	-0.0305997552019583	True	True	2	2	0.9542124542124544	0.9674418604651164	0.9362139917695472	0.9375	0.8761061946902655	0.936842105263158	-0.0543530073620735
Homez	-0.1042199488491048	-0.002710908696595	True	False	2	2	0.3297101449275362	0.3647798742138364	0.2496307237813884	0.3234624145785877	0.2254901960784313	0.3620689655172414	-0.0534654287728499
Gpatch2	-0.0766820441523423	-0.0287631027253669	True	False	5	7	0.5803052325581395	0.6798742138364781	0.507847533632287	0.6381095524382097	0.5036231884057971	0.6511111111111111	-0.0527225734388546
Fem1c	-0.0447453850806605	-0.0596636202642177	True	True	3	3	0.0609004739336492	0.0659661412726211	0.0527809307604994	0.0325235109717868	0.0161550888529886	0.0063025210084033	-0.0522045026724391
Dhx32	-0.0721568381221826	-0.030638812261724	False	False	2	3	0.0987791342952275	0.5501193317422435	0.1175830157866086	0.5832097850259451	0.0266222961730449	0.5194805194805194	-0.0513978251919533
Cdkn2c	-0.0689618240670221	-0.0319770617149098	False	False	2	2	0.9699519230769232	0.9819770617149098	0.8792079207920792	0.9270959902794652	0.900990099009901	0.95	-0.050469442890966
Sin3b	-0.0398650860407973	-0.0610384796819192	False	False	2	2	0.0647098065376917	0.083765752409192	0.003680981595092	0.0121951219512195	0.0248447204968944	0.0227272727272727	-0.0504517828613583
Csnk1a1	-0.0416737593682766	-0.0590160234709998	True	False	7	6	0.3047172376291462	0.3399684044233808	0.2747600349040139	0.2659029649595687	0.2630434782608695	0.2809523809523809	-0.0503448914196382
Dcp1b	-0.0405138339920948	-0.0600804083660839	False	False	2	2	0.6818181818181818	0.7622080679405521	0.7368421052631579	0.8009888751545118	0.6413043478260869	0.7021276595744681	-0.0502971211790894
Mosmo	-0.0379746835443038	-0.0621572212065813	True	True	2	2	0.0379746835443038	0.0621572212065813	0.0069605568445475	0.0102489019033674	0.0	0.0	-0.0500659523754425
Wdr53	0.0197633465933564	-0.1191578947368421	False	False	2	2	0.947449768160742	0.959157894736842	0.9646569646569648	0.9711465451784358	0.9672131147540984	0.84	-0.0496972740717428
Prkar1b	-0.044866689422384	-0.0542941176470588	False	False	2	2	0.1016042780748663	0.1102941176470588	0.2674897119341564	0.2222222222222222	0.0567375886524822	0.056	-0.0495804035347214
Iqcn	-0.1393965150871229	0.0414032869785082	True	False	2	2	0.7692307692307693	0.5714285714285714	0.6389684813753582	0.6558441558441559	0.6298342541436464	0.6128318584070797	-0.0489966140543073
Dusp15	-0.0047751626035281	-0.0928357267875642	False	True	2	3	0.9954728370221329	0.5996595481275147	0.9966394623139704	0.5187941473259334	0.9906976744186048	0.5068238213399504	-0.0488054446955462
Stk16	-0.0992264346178299	0.0022803283672849	True	False	2	3	0.8900427611484423	0.4347826086956521	0.8699690402476781	0.4256651017214397	0.7908163265306123	0.4370629370629371	-0.0484730531252725
Rabl2	-0.0840768225909558	-0.0128256313005289	False	False	2	2	0.9348230912476724	0.8604651162790697	0.941315945465323	0.9420035149384886	0.8507462686567164	0.8476394849785408	-0.0484512269457423
Gabarapl1	-0.09056117480883	-0.0056860494983821	True	False	2	2	0.920951650038373	0.9954337899543378	0.8761973180076629	0.9892332314855232	0.8303904752295429	0.9897477404559556	-0.0481236121536061
Tex26	-0.1524242424242424	0.0563840155945418	False	False	2	3	0.4090909090909091	0.275	0.4494304452882292	0.4211961301671064	0.2566666666666666	0.3313840155945419	-0.0480201134148502
Get4	-0.0453194650817236	-0.0504124656278643	True	True	2	2	0.0453194650817236	0.0504124656278643	0.013029315960912	0.0035026269702276	0.0	0.0	-0.0478659653547939
Fgfr2	-0.0909118111908817	-0.0031985943966384	False	False	15	16	0.5503120807326606	0.6017316017316018	0.733951717989164	0.6512504606960458	0.4594002695417788	0.5985330073349633	-0.0470552027937601
Cap2	-0.0560976029459845	-0.037978346089229	True	True	3	3	0.5459965928449745	0.5318181818181819	0.5033955857385399	0.5007692307692307	0.4898989898989899	0.4938398357289528	-0.0470379745176068
Atxn10	-0.0293209876543208	-0.0647363380259112	True	True	2	4	0.9543209876543208	0.6497036582873492	0.9398907103825136	0.6311590802440169	0.925	0.5849673202614379	-0.047028662840116
