panel	dataset	version	arm	ranking	metric	value	note	source_file
e	mouse1	prime	matched_umi_N45921	umi	R_det@100	0.238953		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse1__matched_umi_N45921/score_prime__mouse1__matched_umi_N45921.tsv
e	mouse1	prime	matched_umi_N45921	umi	n_scored	45910.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse1__matched_umi_N45921/score_prime__mouse1__matched_umi_N45921.tsv
e	mouse1	prime	matched_umi_N45921	umi	rank_n_kept_at_cut_value	156.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse1__matched_umi_N45921.txt
e	mouse1	prime	matched_umi_N45921	umi	rank_n_tied_at_cut_value	441.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse1__matched_umi_N45921.txt
e	mouse1	prime	matched_umi_N45921	umi	rank_n_written	45921.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse1__matched_umi_N45921.txt
e	mouse1	prime	matched_umiref_N26263	umiref	P@100	0.601196		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse1__matched_umiref_N26263/score_prime__mouse1__matched_umiref_N26263.tsv
e	mouse1	prime	matched_umiref_N26263	umiref	R_det@100	0.167595		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse1__matched_umiref_N26263/score_prime__mouse1__matched_umiref_N26263.tsv
e	mouse1	prime	matched_umiref_N26263	umiref	n_scored	26256.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse1__matched_umiref_N26263/score_prime__mouse1__matched_umiref_N26263.tsv
e	mouse1	prime	matched_umiref_N26263	umiref	rank_n_kept_at_cut_value	59.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse1__matched_umiref_N26263.txt
e	mouse1	prime	matched_umiref_N26263	umiref	rank_n_tied_at_cut_value	99.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse1__matched_umiref_N26263.txt
e	mouse1	prime	matched_umiref_N26263	umiref	rank_n_written	26263.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse1__matched_umiref_N26263.txt
e	mouse1	shipped	matched_umi_N45921	umi	P@100	0.369159		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse1__matched_umi_N45921/score_shipped__mouse1__matched_umi_N45921.tsv
e	mouse1	shipped	matched_umi_N45921	umi	R_det@100	0.197962		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse1__matched_umi_N45921/score_shipped__mouse1__matched_umi_N45921.tsv
e	mouse1	shipped	matched_umi_N45921	umi	n_scored	45907.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse1__matched_umi_N45921/score_shipped__mouse1__matched_umi_N45921.tsv
e	mouse1	shipped	matched_umi_N45921	umi	rank_n_kept_at_cut_value	715.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse1__matched_umi_N45921.txt
e	mouse1	shipped	matched_umi_N45921	umi	rank_n_tied_at_cut_value	715.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse1__matched_umi_N45921.txt
e	mouse1	shipped	matched_umi_N45921	umi	rank_n_written	45921.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse1__matched_umi_N45921.txt
e	mouse1	shipped	matched_umiref_N26263	umiref	P@100	0.366749		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse1__matched_umiref_N26263/score_shipped__mouse1__matched_umiref_N26263.tsv
e	mouse1	shipped	matched_umiref_N26263	umiref	R_det@100	0.113075		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse1__matched_umiref_N26263/score_shipped__mouse1__matched_umiref_N26263.tsv
e	mouse1	shipped	matched_umiref_N26263	umiref	n_scored	26255.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse1__matched_umiref_N26263/score_shipped__mouse1__matched_umiref_N26263.tsv
e	mouse1	shipped	matched_umiref_N26263	umiref	rank_n_kept_at_cut_value	183.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse1__matched_umiref_N26263.txt
e	mouse1	shipped	matched_umiref_N26263	umiref	rank_n_tied_at_cut_value	231.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse1__matched_umiref_N26263.txt
e	mouse1	shipped	matched_umiref_N26263	umiref	rank_n_written	26263.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse1__matched_umiref_N26263.txt
e	mouse1	v1	matched_molref_N26263	molref	P@100	0.737335		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse1__matched_molref_N26263/score_v1__mouse1__matched_molref_N26263.tsv
e	mouse1	v1	matched_molref_N26263	molref	R_det@100	0.202911		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse1__matched_molref_N26263/score_v1__mouse1__matched_molref_N26263.tsv
e	mouse1	v1	matched_molref_N26263	molref	n_scored	26254.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse1__matched_molref_N26263/score_v1__mouse1__matched_molref_N26263.tsv
e	mouse1	v1	matched_molref_N26263	molref	rank_n_kept_at_cut_value	263.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse1__matched_molref_N26263.txt
e	mouse1	v1	matched_molref_N26263	molref	rank_n_tied_at_cut_value	26945.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse1__matched_molref_N26263.txt
e	mouse1	v1	matched_molref_N26263	molref	rank_n_written	26263.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse1__matched_molref_N26263.txt
e	mouse1	v1	matched_umi_N45921	umi	P@100	0.505946		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse1__matched_umi_N45921/score_v1__mouse1__matched_umi_N45921.tsv
e	mouse1	v1	matched_umi_N45921	umi	R_det@100	0.236553		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse1__matched_umi_N45921/score_v1__mouse1__matched_umi_N45921.tsv
e	mouse1	v1	matched_umi_N45921	umi	n_scored	45910.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse1__matched_umi_N45921/score_v1__mouse1__matched_umi_N45921.tsv
e	mouse1	v1	matched_umi_N45921	umi	rank_n_kept_at_cut_value	119.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse1__matched_umi_N45921.txt
e	mouse1	v1	matched_umi_N45921	umi	rank_n_tied_at_cut_value	442.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse1__matched_umi_N45921.txt
e	mouse1	v1	matched_umi_N45921	umi	rank_n_written	45921.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse1__matched_umi_N45921.txt
e	mouse1	v1	matched_umiref_N26263	umiref	P@100	0.594972		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse1__matched_umiref_N26263/score_v1__mouse1__matched_umiref_N26263.tsv
e	mouse1	v1	matched_umiref_N26263	umiref	R_det@100	0.166040		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse1__matched_umiref_N26263/score_v1__mouse1__matched_umiref_N26263.tsv
e	mouse1	v1	matched_umiref_N26263	umiref	n_scored	26255.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse1__matched_umiref_N26263/score_v1__mouse1__matched_umiref_N26263.tsv
e	mouse1	v1	matched_umiref_N26263	umiref	rank_n_kept_at_cut_value	78.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse1__matched_umiref_N26263.txt
e	mouse1	v1	matched_umiref_N26263	umiref	rank_n_tied_at_cut_value	100.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse1__matched_umiref_N26263.txt
e	mouse1	v1	matched_umiref_N26263	umiref	rank_n_written	26263.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse1__matched_umiref_N26263.txt
e	mouse1	v2	matched_molref_N26263	molref	P@100	0.745001		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse1__matched_molref_N26263/score_v2__mouse1__matched_molref_N26263.tsv
e	mouse1	v2	matched_molref_N26263	molref	R_det@100	0.204790		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse1__matched_molref_N26263/score_v2__mouse1__matched_molref_N26263.tsv
e	mouse1	v2	matched_molref_N26263	molref	n_scored	26255.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse1__matched_molref_N26263/score_v2__mouse1__matched_molref_N26263.tsv
e	mouse1	v2	matched_molref_N26263	molref	rank_n_kept_at_cut_value	6555.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse1__matched_molref_N26263.txt
e	mouse1	v2	matched_molref_N26263	molref	rank_n_tied_at_cut_value	6555.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse1__matched_molref_N26263.txt
e	mouse1	v2	matched_molref_N26263	molref	rank_n_written	26263.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse1__matched_molref_N26263.txt
e	mouse1	v2	matched_umi_N45921	umi	P@100	0.511740		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse1__matched_umi_N45921/score_v2__mouse1__matched_umi_N45921.tsv
e	mouse1	v2	matched_umi_N45921	umi	R_det@100	0.238953		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse1__matched_umi_N45921/score_v2__mouse1__matched_umi_N45921.tsv
e	mouse1	v2	matched_umi_N45921	umi	n_scored	45910.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse1__matched_umi_N45921/score_v2__mouse1__matched_umi_N45921.tsv
e	mouse1	v2	matched_umi_N45921	umi	rank_n_kept_at_cut_value	156.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse1__matched_umi_N45921.txt
e	mouse1	v2	matched_umi_N45921	umi	rank_n_tied_at_cut_value	441.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse1__matched_umi_N45921.txt
e	mouse1	v2	matched_umi_N45921	umi	rank_n_written	45921.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse1__matched_umi_N45921.txt
e	mouse1	v2	matched_umiref_N26263	umiref	P@100	0.601196		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse1__matched_umiref_N26263/score_v2__mouse1__matched_umiref_N26263.tsv
e	mouse1	v2	matched_umiref_N26263	umiref	R_det@100	0.167595		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse1__matched_umiref_N26263/score_v2__mouse1__matched_umiref_N26263.tsv
e	mouse1	v2	matched_umiref_N26263	umiref	n_scored	26256.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse1__matched_umiref_N26263/score_v2__mouse1__matched_umiref_N26263.tsv
e	mouse1	v2	matched_umiref_N26263	umiref	rank_n_kept_at_cut_value	59.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse1__matched_umiref_N26263.txt
e	mouse1	v2	matched_umiref_N26263	umiref	rank_n_tied_at_cut_value	99.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse1__matched_umiref_N26263.txt
e	mouse1	v2	matched_umiref_N26263	umiref	rank_n_written	26263.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse1__matched_umiref_N26263.txt
e	mouse2	prime	matched_molref_N26533	molref	P@100	0.757219		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse2__matched_molref_N26533/score_prime__mouse2__matched_molref_N26533.tsv
e	mouse2	prime	matched_molref_N26533	molref	R_det@100	0.208002		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse2__matched_molref_N26533/score_prime__mouse2__matched_molref_N26533.tsv
e	mouse2	prime	matched_molref_N26533	molref	n_scored	26526.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse2__matched_molref_N26533/score_prime__mouse2__matched_molref_N26533.tsv
e	mouse2	prime	matched_molref_N26533	molref	rank_n_kept_at_cut_value	6514.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse2__matched_molref_N26533.txt
e	mouse2	prime	matched_molref_N26533	molref	rank_n_tied_at_cut_value	6514.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse2__matched_molref_N26533.txt
e	mouse2	prime	matched_molref_N26533	molref	rank_n_written	26533.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse2__matched_molref_N26533.txt
e	mouse2	prime	matched_umi_N46672	umi	P@100	0.513460		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse2__matched_umi_N46672/score_prime__mouse2__matched_umi_N46672.tsv
e	mouse2	prime	matched_umi_N46672	umi	R_det@100	0.242576		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse2__matched_umi_N46672/score_prime__mouse2__matched_umi_N46672.tsv
e	mouse2	prime	matched_umi_N46672	umi	n_scored	46656.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse2__matched_umi_N46672/score_prime__mouse2__matched_umi_N46672.tsv
e	mouse2	prime	matched_umi_N46672	umi	rank_n_kept_at_cut_value	236.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse2__matched_umi_N46672.txt
e	mouse2	prime	matched_umi_N46672	umi	rank_n_tied_at_cut_value	385.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse2__matched_umi_N46672.txt
e	mouse2	prime	matched_umi_N46672	umi	rank_n_written	46672.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse2__matched_umi_N46672.txt
e	mouse2	prime	matched_umiref_N26533	umiref	P@100	0.619213		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse2__matched_umiref_N26533/score_prime__mouse2__matched_umiref_N26533.tsv
e	mouse2	prime	matched_umiref_N26533	umiref	R_det@100	0.173689		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse2__matched_umiref_N26533/score_prime__mouse2__matched_umiref_N26533.tsv
e	mouse2	prime	matched_umiref_N26533	umiref	n_scored	26524.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__mouse2__matched_umiref_N26533/score_prime__mouse2__matched_umiref_N26533.tsv
e	mouse2	prime	matched_umiref_N26533	umiref	rank_n_kept_at_cut_value	105.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse2__matched_umiref_N26533.txt
e	mouse2	prime	matched_umiref_N26533	umiref	rank_n_tied_at_cut_value	111.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse2__matched_umiref_N26533.txt
e	mouse2	prime	matched_umiref_N26533	umiref	rank_n_written	26533.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/prime__mouse2__matched_umiref_N26533.txt
e	mouse2	shipped	matched_umi_N46672	umi	P@100	0.367878		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse2__matched_umi_N46672/score_shipped__mouse2__matched_umi_N46672.tsv
e	mouse2	shipped	matched_umi_N46672	umi	R_det@100	0.200930		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse2__matched_umi_N46672/score_shipped__mouse2__matched_umi_N46672.tsv
e	mouse2	shipped	matched_umi_N46672	umi	n_scored	46654.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse2__matched_umi_N46672/score_shipped__mouse2__matched_umi_N46672.tsv
e	mouse2	shipped	matched_umi_N46672	umi	rank_n_kept_at_cut_value	555.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse2__matched_umi_N46672.txt
e	mouse2	shipped	matched_umi_N46672	umi	rank_n_tied_at_cut_value	555.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse2__matched_umi_N46672.txt
e	mouse2	shipped	matched_umi_N46672	umi	rank_n_written	46672.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse2__matched_umi_N46672.txt
e	mouse2	shipped	matched_umiref_N26533	umiref	P@100	0.368685		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse2__matched_umiref_N26533/score_shipped__mouse2__matched_umiref_N26533.tsv
e	mouse2	shipped	matched_umiref_N26533	umiref	R_det@100	0.113754		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse2__matched_umiref_N26533/score_shipped__mouse2__matched_umiref_N26533.tsv
e	mouse2	shipped	matched_umiref_N26533	umiref	n_scored	26524.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/shipped__mouse2__matched_umiref_N26533/score_shipped__mouse2__matched_umiref_N26533.tsv
e	mouse2	shipped	matched_umiref_N26533	umiref	rank_n_kept_at_cut_value	78.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse2__matched_umiref_N26533.txt
e	mouse2	shipped	matched_umiref_N26533	umiref	rank_n_tied_at_cut_value	205.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse2__matched_umiref_N26533.txt
e	mouse2	shipped	matched_umiref_N26533	umiref	rank_n_written	26533.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/shipped__mouse2__matched_umiref_N26533.txt
e	mouse2	v1	matched_molref_N26533	molref	P@100	0.749764		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse2__matched_molref_N26533/score_v1__mouse2__matched_molref_N26533.tsv
e	mouse2	v1	matched_molref_N26533	molref	R_det@100	0.205824		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse2__matched_molref_N26533/score_v1__mouse2__matched_molref_N26533.tsv
e	mouse2	v1	matched_molref_N26533	molref	n_scored	26527.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse2__matched_molref_N26533/score_v1__mouse2__matched_molref_N26533.tsv
e	mouse2	v1	matched_molref_N26533	molref	rank_n_kept_at_cut_value	363.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse2__matched_molref_N26533.txt
e	mouse2	v1	matched_molref_N26533	molref	rank_n_tied_at_cut_value	25583.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse2__matched_molref_N26533.txt
e	mouse2	v1	matched_molref_N26533	molref	rank_n_written	26533.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse2__matched_molref_N26533.txt
e	mouse2	v1	matched_umi_N46672	umi	P@100	0.507984		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse2__matched_umi_N46672/score_v1__mouse2__matched_umi_N46672.tsv
e	mouse2	v1	matched_umi_N46672	umi	R_det@100	0.239884		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse2__matched_umi_N46672/score_v1__mouse2__matched_umi_N46672.tsv
e	mouse2	v1	matched_umi_N46672	umi	n_scored	46655.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse2__matched_umi_N46672/score_v1__mouse2__matched_umi_N46672.tsv
e	mouse2	v1	matched_umi_N46672	umi	rank_n_kept_at_cut_value	279.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse2__matched_umi_N46672.txt
e	mouse2	v1	matched_umi_N46672	umi	rank_n_tied_at_cut_value	386.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse2__matched_umi_N46672.txt
e	mouse2	v1	matched_umi_N46672	umi	rank_n_written	46672.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse2__matched_umi_N46672.txt
e	mouse2	v1	matched_umiref_N26533	umiref	P@100	0.612864		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse2__matched_umiref_N26533/score_v1__mouse2__matched_umiref_N26533.tsv
e	mouse2	v1	matched_umiref_N26533	umiref	R_det@100	0.171787		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse2__matched_umiref_N26533/score_v1__mouse2__matched_umiref_N26533.tsv
e	mouse2	v1	matched_umiref_N26533	umiref	n_scored	26523.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v1__mouse2__matched_umiref_N26533/score_v1__mouse2__matched_umiref_N26533.tsv
e	mouse2	v1	matched_umiref_N26533	umiref	rank_n_kept_at_cut_value	21.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse2__matched_umiref_N26533.txt
e	mouse2	v1	matched_umiref_N26533	umiref	rank_n_tied_at_cut_value	130.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse2__matched_umiref_N26533.txt
e	mouse2	v1	matched_umiref_N26533	umiref	rank_n_written	26533.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v1__mouse2__matched_umiref_N26533.txt
e	mouse2	v2	matched_molref_N26533	molref	P@100	0.757219		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse2__matched_molref_N26533/score_v2__mouse2__matched_molref_N26533.tsv
e	mouse2	v2	matched_molref_N26533	molref	R_det@100	0.208002		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse2__matched_molref_N26533/score_v2__mouse2__matched_molref_N26533.tsv
e	mouse2	v2	matched_molref_N26533	molref	n_scored	26526.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse2__matched_molref_N26533/score_v2__mouse2__matched_molref_N26533.tsv
e	mouse2	v2	matched_molref_N26533	molref	rank_n_kept_at_cut_value	6514.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse2__matched_molref_N26533.txt
e	mouse2	v2	matched_molref_N26533	molref	rank_n_tied_at_cut_value	6514.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse2__matched_molref_N26533.txt
e	mouse2	v2	matched_molref_N26533	molref	rank_n_written	26533.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse2__matched_molref_N26533.txt
e	mouse2	v2	matched_umi_N46672	umi	P@100	0.513460		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse2__matched_umi_N46672/score_v2__mouse2__matched_umi_N46672.tsv
e	mouse2	v2	matched_umi_N46672	umi	R_det@100	0.242576		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse2__matched_umi_N46672/score_v2__mouse2__matched_umi_N46672.tsv
e	mouse2	v2	matched_umi_N46672	umi	n_scored	46656.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse2__matched_umi_N46672/score_v2__mouse2__matched_umi_N46672.tsv
e	mouse2	v2	matched_umi_N46672	umi	rank_n_kept_at_cut_value	236.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse2__matched_umi_N46672.txt
e	mouse2	v2	matched_umi_N46672	umi	rank_n_tied_at_cut_value	385.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse2__matched_umi_N46672.txt
e	mouse2	v2	matched_umi_N46672	umi	rank_n_written	46672.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse2__matched_umi_N46672.txt
e	mouse2	v2	matched_umiref_N26533	umiref	P@100	0.619213		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse2__matched_umiref_N26533/score_v2__mouse2__matched_umiref_N26533.tsv
e	mouse2	v2	matched_umiref_N26533	umiref	R_det@100	0.173689		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse2__matched_umiref_N26533/score_v2__mouse2__matched_umiref_N26533.tsv
e	mouse2	v2	matched_umiref_N26533	umiref	n_scored	26524.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/v2__mouse2__matched_umiref_N26533/score_v2__mouse2__matched_umiref_N26533.tsv
e	mouse2	v2	matched_umiref_N26533	umiref	rank_n_kept_at_cut_value	105.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse2__matched_umiref_N26533.txt
e	mouse2	v2	matched_umiref_N26533	umiref	rank_n_tied_at_cut_value	111.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse2__matched_umiref_N26533.txt
e	mouse2	v2	matched_umiref_N26533	umiref	rank_n_written	26533.000000		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/matched_reports/v2__mouse2__matched_umiref_N26533.txt
e	pbmc10k	prime	matched_molref_N46544	molref	P@100	0.706195		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__matched_molref_N46544/score_prime__pbmc10k__matched_molref_N46544.tsv
e	pbmc10k	prime	matched_molref_N46544	molref	R_det@100	0.175443		/mnt/ssd1/Projects/PeakATail_wd/results/prime_bench/fourway/scores/prime__pbmc10k__matched_molref_N46544/score_prime__pbmc10k__matched_molref_N46544.tsv
