method	perm	pair	pas_id	pvalue	qvalue
nb	5	IVprimary_vs_StageI	272779	0.1119629003127866	0.595051702694374
nb	5	IVprimary_vs_StageI	131515	0.1150058075897849	0.595051702694374
nb	5	IVprimary_vs_StageI	197171	0.1170121568998923	0.595051702694374
nb	5	IVprimary_vs_StageI	273616	0.117372950080168	0.595051702694374
nb	5	IVprimary_vs_StageI	178397	0.1126615796380013	0.595051702694374
nb	5	IVprimary_vs_StageI	19525	0.1127256253540689	0.595051702694374
nb	5	IVprimary_vs_StageI	58154	0.1276940564412781	0.6154027371784325
nb	5	IVprimary_vs_StageI	256578	0.123886234255861	0.6154027371784325
nb	5	IVprimary_vs_StageI	121339	0.129459722150341	0.6154027371784325
nb	5	IVprimary_vs_StageI	247244	0.1273486727056147	0.6154027371784325
nb	5	IVprimary_vs_StageI	273499	0.1723593933941539	0.628302301391964
nb	5	IVprimary_vs_StageI	162927	0.1406012046572118	0.628302301391964
nb	5	IVprimary_vs_StageI	179518	0.1724000217234047	0.628302301391964
nb	5	IVprimary_vs_StageI	133313	0.1457684519323416	0.628302301391964
nb	5	IVprimary_vs_StageI	251185	0.1365120147164817	0.628302301391964
nb	5	IVprimary_vs_StageI	11173	0.1439823782809508	0.628302301391964
nb	5	IVprimary_vs_StageI	271036	0.1668212306928321	0.628302301391964
nb	5	IVprimary_vs_StageI	173010	0.144293876009151	0.628302301391964
nb	5	IVprimary_vs_StageI	271197	0.1715143481328406	0.628302301391964
nb	5	IVprimary_vs_StageI	31460	0.1378368644279941	0.628302301391964
nb	5	IVprimary_vs_StageI	232082	0.1570475718506017	0.628302301391964
nb	5	IVprimary_vs_StageI	282343	0.161598877630569	0.628302301391964
nb	5	IVprimary_vs_StageI	278086	0.1606841102181558	0.628302301391964
nb	5	IVprimary_vs_StageI	62101	0.1668219281553871	0.628302301391964
nb	5	IVprimary_vs_StageI	110912	0.1667141489704542	0.628302301391964
nb	5	IVprimary_vs_StageI	214712	0.1676748007357402	0.628302301391964
nb	5	IVprimary_vs_StageI	270030	0.1667026385175959	0.628302301391964
nb	5	IVprimary_vs_StageI	256556	0.1720054155703103	0.628302301391964
nb	5	IVprimary_vs_StageI	264673	0.150751832910996	0.628302301391964
nb	5	IVprimary_vs_StageI	251776	0.168361519950535	0.628302301391964
nb	5	IVprimary_vs_StageI	272252	0.1423805895921381	0.628302301391964
nb	5	IVprimary_vs_StageI	247003	0.1777308044657428	0.6315803756634228
nb	5	IVprimary_vs_StageI	150081	0.17907614309969	0.6315803756634228
nb	5	IVprimary_vs_StageI	129523	0.1769211389635989	0.6315803756634228
nb	5	IVprimary_vs_StageI	10420	0.2349534628306705	0.6316781623644256
nb	5	IVprimary_vs_StageI	262321	0.2133247590866147	0.6316781623644256
nb	5	IVprimary_vs_StageI	7278	0.1977390333436823	0.6316781623644256
nb	5	IVprimary_vs_StageI	11123	0.2282226764349483	0.6316781623644256
nb	5	IVprimary_vs_StageI	260882	0.2282730342078454	0.6316781623644256
nb	5	IVprimary_vs_StageI	277274	0.2122241462267361	0.6316781623644256
nb	5	IVprimary_vs_StageI	159187	0.1880139693658228	0.6316781623644256
nb	5	IVprimary_vs_StageI	111209	0.2255662295805673	0.6316781623644256
nb	5	IVprimary_vs_StageI	293528	0.2125351320669983	0.6316781623644256
nb	5	IVprimary_vs_StageI	195222	0.1849926939985032	0.6316781623644256
nb	5	IVprimary_vs_StageI	230060	0.2106314278224853	0.6316781623644256
nb	5	IVprimary_vs_StageI	163610	0.2242980279142603	0.6316781623644256
nb	5	IVprimary_vs_StageI	190244	0.1919010168805619	0.6316781623644256
nb	5	IVprimary_vs_StageI	176697	0.1980674828293481	0.6316781623644256
nb	5	IVprimary_vs_StageI	140735	0.2310378318066325	0.6316781623644256
nb	5	IVprimary_vs_StageI	190470	0.20876987460426	0.6316781623644256
nb	5	IVprimary_vs_StageI	98316	0.2325305677454234	0.6316781623644256
nb	5	IVprimary_vs_StageI	197024	0.190748125980193	0.6316781623644256
nb	5	IVprimary_vs_StageI	162077	0.2188732276852273	0.6316781623644256
nb	5	IVprimary_vs_StageI	298870	0.182111914760952	0.6316781623644256
nb	5	IVprimary_vs_StageI	163765	0.1956374884177538	0.6316781623644256
nb	5	IVprimary_vs_StageI	144732	0.2042137981221534	0.6316781623644256
nb	5	IVprimary_vs_StageI	13319	0.2217932790431255	0.6316781623644256
nb	5	IVprimary_vs_StageI	49266	0.2071889711436796	0.6316781623644256
nb	5	IVprimary_vs_StageI	235696	0.187350607668074	0.6316781623644256
nb	5	IVprimary_vs_StageI	292766	0.2161325476505419	0.6316781623644256
nb	5	IVprimary_vs_StageI	122732	0.2093518440916185	0.6316781623644256
nb	5	IVprimary_vs_StageI	33909	0.234944931512899	0.6316781623644256
nb	5	IVprimary_vs_StageI	30328	0.2270183626756973	0.6316781623644256
nb	5	IVprimary_vs_StageI	47257	0.2377212600528206	0.6339233601408552
nb	5	IVprimary_vs_StageI	231486	0.2479605486073213	0.6402002851960655
nb	5	IVprimary_vs_StageI	161415	0.2484399297697967	0.6402002851960655
nb	5	IVprimary_vs_StageI	188764	0.2453410142754135	0.6402002851960655
nb	5	IVprimary_vs_StageI	281083	0.249834257637489	0.6402002851960655
nb	5	IVprimary_vs_StageI	272329	0.247178367722442	0.6402002851960655
nb	5	IVprimary_vs_StageI	125738	0.257228135179123	0.649702831246152
nb	5	IVprimary_vs_StageI	273464	0.2575605526070801	0.649702831246152
nb	5	IVprimary_vs_StageI	163108	0.2594849722355058	0.649702831246152
nb	5	IVprimary_vs_StageI	45193	0.2679669846524316	0.6559191863134147
nb	5	IVprimary_vs_StageI	219799	0.2673480070124454	0.6559191863134147
nb	5	IVprimary_vs_StageI	290277	0.2656614748749745	0.6559191863134147
nb	5	IVprimary_vs_StageI	206658	0.2721035894513405	0.6611109432595532
nb	5	IVprimary_vs_StageI	148589	0.2849801762349898	0.662310657329931
nb	5	IVprimary_vs_StageI	1737	0.2768203891315983	0.662310657329931
nb	5	IVprimary_vs_StageI	33004	0.2884195288512177	0.662310657329931
nb	5	IVprimary_vs_StageI	182737	0.2887512926773784	0.662310657329931
nb	5	IVprimary_vs_StageI	138121	0.2886122689512608	0.662310657329931
nb	5	IVprimary_vs_StageI	290385	0.2788983535985603	0.662310657329931
nb	5	IVprimary_vs_StageI	232896	0.2883466155156746	0.662310657329931
nb	5	IVprimary_vs_StageI	69160	0.2773715225102685	0.662310657329931
nb	5	IVprimary_vs_StageI	267233	0.2941216364290039	0.66994372742162
nb	5	IVprimary_vs_StageI	50982	0.3043461178606463	0.6702601554395922
nb	5	IVprimary_vs_StageI	251508	0.3085648886322513	0.6702601554395922
nb	5	IVprimary_vs_StageI	146933	0.3079647822928189	0.6702601554395922
nb	5	IVprimary_vs_StageI	16978	0.3063690794760946	0.6702601554395922
nb	5	IVprimary_vs_StageI	149310	0.3019304529953005	0.6702601554395922
nb	5	IVprimary_vs_StageI	168740	0.3045390505595681	0.6702601554395922
nb	5	IVprimary_vs_StageI	230707	0.3083247509803267	0.6702601554395922
nb	5	IVprimary_vs_StageI	273663	0.3128138998843855	0.6750194681715689
nb	5	IVprimary_vs_StageI	172239	0.31685070148419	0.679261634554342
nb	5	IVprimary_vs_StageI	24670	0.3194648256349823	0.6804185896641182
nb	5	IVprimary_vs_StageI	147192	0.3242880088515844	0.6853477700668396
nb	5	IVprimary_vs_StageI	43962	0.3259580857634968	0.6853477700668396
nb	5	IVprimary_vs_StageI	264653	0.328890280942731	0.6871083576383169
nb	5	IVprimary_vs_StageI	241574	0.3353680688933654	0.6918284691636721
nb	5	IVprimary_vs_StageI	9304	0.3340106694996181	0.6918284691636721
nb	5	IVprimary_vs_StageI	36257	0.3429471916502477	0.6986750239831132
nb	5	IVprimary_vs_StageI	241585	0.341260139523318	0.6986750239831132
nb	5	IVprimary_vs_StageI	200859	0.3498741235429525	0.7083871143338792
nb	5	IVprimary_vs_StageI	213101	0.355966794393816	0.7119335887876321
nb	5	IVprimary_vs_StageI	77624	0.3542855188061109	0.7119335887876321
nb	5	IVprimary_vs_StageI	113225	0.3582854450861555	0.7122280362924789
nb	5	IVprimary_vs_StageI	210808	0.3623087460372205	0.7142524621908138
nb	5	IVprimary_vs_StageI	79249	0.3682901602725111	0.7142524621908138
nb	5	IVprimary_vs_StageI	289897	0.3661987371584305	0.7142524621908138
nb	5	IVprimary_vs_StageI	17333	0.3701867588384114	0.7142524621908138
nb	5	IVprimary_vs_StageI	36531	0.3706669229703164	0.7142524621908138
nb	5	IVprimary_vs_StageI	36430	0.3723694238860645	0.7142524621908138
nb	5	IVprimary_vs_StageI	198141	0.4022160980943904	0.7209119135243719
nb	5	IVprimary_vs_StageI	119928	0.3872938168166826	0.7209119135243719
nb	5	IVprimary_vs_StageI	122180	0.3996748072772663	0.7209119135243719
nb	5	IVprimary_vs_StageI	190391	0.399771808180581	0.7209119135243719
nb	5	IVprimary_vs_StageI	26660	0.3872870842715585	0.7209119135243719
nb	5	IVprimary_vs_StageI	59811	0.3901061233501982	0.7209119135243719
nb	5	IVprimary_vs_StageI	297710	0.3946674311083354	0.7209119135243719
nb	5	IVprimary_vs_StageI	218567	0.3921706296526149	0.7209119135243719
nb	5	IVprimary_vs_StageI	113222	0.383868951941724	0.7209119135243719
nb	5	IVprimary_vs_StageI	259523	0.4006375555256843	0.7209119135243719
nb	5	IVprimary_vs_StageI	122581	0.3936680252053169	0.7209119135243719
nb	5	IVprimary_vs_StageI	244542	0.3863721235737851	0.7209119135243719
nb	5	IVprimary_vs_StageI	100608	0.4051250640604688	0.7209462395592919
nb	5	IVprimary_vs_StageI	277209	0.406631263166064	0.7209462395592919
nb	5	IVprimary_vs_StageI	2517	0.4109831614120079	0.7247444996942937
nb	5	IVprimary_vs_StageI	213067	0.4153071936414378	0.7284532594352493
nb	5	IVprimary_vs_StageI	197044	0.4394708077541451	0.7342519072444434
nb	5	IVprimary_vs_StageI	225909	0.4445890115530754	0.7342519072444434
nb	5	IVprimary_vs_StageI	18030	0.4491170612742788	0.7342519072444434
nb	5	IVprimary_vs_StageI	282357	0.4462914586949634	0.7342519072444434
nb	5	IVprimary_vs_StageI	138105	0.4350813404956789	0.7342519072444434
nb	5	IVprimary_vs_StageI	105032	0.4438386438595549	0.7342519072444434
nb	5	IVprimary_vs_StageI	266373	0.4228373969406827	0.7342519072444434
nb	5	IVprimary_vs_StageI	272582	0.4350415191853406	0.7342519072444434
nb	5	IVprimary_vs_StageI	40040	0.4400808461479362	0.7342519072444434
nb	5	IVprimary_vs_StageI	183720	0.4363787938618565	0.7342519072444434
nb	5	IVprimary_vs_StageI	257427	0.4499531504760157	0.7342519072444434
nb	5	IVprimary_vs_StageI	64707	0.441077681364717	0.7342519072444434
nb	5	IVprimary_vs_StageI	43928	0.4406640990798159	0.7342519072444434
nb	5	IVprimary_vs_StageI	116631	0.4373421571255553	0.7342519072444434
nb	5	IVprimary_vs_StageI	170207	0.4611548369893683	0.7488058739233308
nb	5	IVprimary_vs_StageI	134821	0.4661848591356518	0.7506957991874204
nb	5	IVprimary_vs_StageI	117552	0.466896167787298	0.7506957991874204
nb	5	IVprimary_vs_StageI	40558	0.4728996862992183	0.7566394980787493
nb	5	IVprimary_vs_StageI	52864	0.4758939264195081	0.757734018765042
nb	5	IVprimary_vs_StageI	231165	0.4786192934018486	0.7583919238444751
nb	5	IVprimary_vs_StageI	136644	0.4840799755061091	0.7633568844519413
nb	5	IVprimary_vs_StageI	110445	0.4950621113821121	0.7709088102683274
nb	5	IVprimary_vs_StageI	36947	0.4965999314295604	0.7709088102683274
nb	5	IVprimary_vs_StageI	208105	0.4980146651258106	0.7709088102683274
nb	5	IVprimary_vs_StageI	213476	0.4982703285880652	0.7709088102683274
nb	5	IVprimary_vs_StageI	181011	0.5126208927312508	0.7893880413889683
nb	5	IVprimary_vs_StageI	11787	0.5156992771563375	0.7904175836788724
nb	5	IVprimary_vs_StageI	150324	0.5191603785014678	0.7920214146440997
nb	5	IVprimary_vs_StageI	273566	0.5299857527078552	0.7993091283081988
nb	5	IVprimary_vs_StageI	110913	0.5312481401560589	0.7993091283081988
nb	5	IVprimary_vs_StageI	104924	0.5296365787800035	0.7993091283081988
nb	5	IVprimary_vs_StageI	259586	0.535098883603831	0.8014266384568792
nb	5	IVprimary_vs_StageI	9112	0.5386270250206906	0.803043928212666
nb	5	IVprimary_vs_StageI	216284	0.5427192216721337	0.8054837317124881
nb	5	IVprimary_vs_StageI	64285	0.569942752668378	0.8197258037618241
nb	5	IVprimary_vs_StageI	117539	0.5697520810941628	0.8197258037618241
nb	5	IVprimary_vs_StageI	87409	0.562162013658956	0.8197258037618241
nb	5	IVprimary_vs_StageI	210709	0.5603398482749349	0.8197258037618241
nb	5	IVprimary_vs_StageI	30324	0.5719339388901288	0.8197258037618241
nb	5	IVprimary_vs_StageI	169780	0.5550200240784657	0.8197258037618241
nb	5	IVprimary_vs_StageI	211086	0.564005820175026	0.8197258037618241
nb	5	IVprimary_vs_StageI	61357	0.5723085642117614	0.8197258037618241
nb	5	IVprimary_vs_StageI	68505	0.5884051918576254	0.8318832022814704
nb	5	IVprimary_vs_StageI	247221	0.5858248060111678	0.8318832022814704
nb	5	IVprimary_vs_StageI	81643	0.5867346610488821	0.8318832022814704
nb	5	IVprimary_vs_StageI	8572	0.5946037840526998	0.832704040492166
nb	5	IVprimary_vs_StageI	181949	0.5966019802306677	0.832704040492166
nb	5	IVprimary_vs_StageI	272264	0.5937269890921268	0.832704040492166
nb	5	IVprimary_vs_StageI	94235	0.6026668456280483	0.833040611875084
nb	5	IVprimary_vs_StageI	198226	0.6044623952020427	0.833040611875084
nb	5	IVprimary_vs_StageI	98325	0.6022177790176474	0.833040611875084
nb	5	IVprimary_vs_StageI	232198	0.6094411673683553	0.833425558185882
nb	5	IVprimary_vs_StageI	294159	0.6099190370338544	0.833425558185882
nb	5	IVprimary_vs_StageI	162134	0.6123645107402365	0.833425558185882
nb	5	IVprimary_vs_StageI	279065	0.634635233209961	0.8394308696816404
nb	5	IVprimary_vs_StageI	59852	0.6339730936624588	0.8394308696816404
nb	5	IVprimary_vs_StageI	287456	0.6286957893510785	0.8394308696816404
nb	5	IVprimary_vs_StageI	88146	0.650090004632218	0.8394308696816404
nb	5	IVprimary_vs_StageI	93344	0.629547696111528	0.8394308696816404
nb	5	IVprimary_vs_StageI	138582	0.6526063163683484	0.8394308696816404
nb	5	IVprimary_vs_StageI	1915	0.6471542402359569	0.8394308696816404
nb	5	IVprimary_vs_StageI	45216	0.6511114806698008	0.8394308696816404
nb	5	IVprimary_vs_StageI	164216	0.6264840586107532	0.8394308696816404
nb	5	IVprimary_vs_StageI	93889	0.650499608892966	0.8394308696816404
nb	5	IVprimary_vs_StageI	81642	0.64038403191947	0.8394308696816404
nb	5	IVprimary_vs_StageI	35486	0.6519378284488739	0.8394308696816404
nb	5	IVprimary_vs_StageI	120433	0.6470824526627521	0.8394308696816404
nb	5	IVprimary_vs_StageI	293112	0.6233640590334177	0.8394308696816404
nb	5	IVprimary_vs_StageI	229375	0.6635375439880534	0.841371006465727
nb	5	IVprimary_vs_StageI	18908	0.6619732838389195	0.841371006465727
nb	5	IVprimary_vs_StageI	146256	0.6643752764470223	0.841371006465727
nb	5	IVprimary_vs_StageI	98460	0.6602922152244872	0.841371006465727
nb	5	IVprimary_vs_StageI	169843	0.6785584769874855	0.856027617122674
nb	5	IVprimary_vs_StageI	106930	0.6866560820157557	0.8629241183952792
nb	5	IVprimary_vs_StageI	48852	0.6932701760504072	0.8672761850156784
nb	5	IVprimary_vs_StageI	52833	0.7032438498113973	0.8672761850156784
nb	5	IVprimary_vs_StageI	125151	0.7059839676804456	0.8672761850156784
nb	5	IVprimary_vs_StageI	277344	0.7043938893883506	0.8672761850156784
nb	5	IVprimary_vs_StageI	208742	0.6992969401460473	0.8672761850156784
nb	5	IVprimary_vs_StageI	291905	0.7054295917818343	0.8672761850156784
nb	5	IVprimary_vs_StageI	151831	0.7090716882609986	0.8678190811552521
nb	5	IVprimary_vs_StageI	124570	0.7172543958210073	0.8736659861916759
nb	5	IVprimary_vs_StageI	138747	0.719631384495716	0.8736659861916759
nb	5	IVprimary_vs_StageI	191214	0.7218398849327566	0.8736659861916759
nb	5	IVprimary_vs_StageI	267487	0.7336185876136164	0.8782003530557161
nb	5	IVprimary_vs_StageI	176602	0.7285225796445131	0.8782003530557161
nb	5	IVprimary_vs_StageI	182872	0.7333328229952353	0.8782003530557161
nb	5	IVprimary_vs_StageI	97707	0.7410818839215652	0.8807060069792513
nb	5	IVprimary_vs_StageI	87434	0.7403989764528315	0.8807060069792513
nb	5	IVprimary_vs_StageI	190726	0.7444910912366831	0.8815634582152782
nb	5	IVprimary_vs_StageI	138717	0.7521293962313224	0.8874044674959487
nb	5	IVprimary_vs_StageI	298414	0.7620398821041137	0.8926752904648189
nb	5	IVprimary_vs_StageI	123160	0.7620071816626015	0.8926752904648189
nb	5	IVprimary_vs_StageI	98299	0.7660519661674551	0.8940603325168792
nb	5	IVprimary_vs_StageI	186896	0.7713313249442394	0.8940603325168792
nb	5	IVprimary_vs_StageI	202656	0.7741254098621759	0.8940603325168792
nb	5	IVprimary_vs_StageI	61636	0.771871286513063	0.8940603325168792
nb	5	IVprimary_vs_StageI	103084	0.7773655164602752	0.8946522435051588
nb	5	IVprimary_vs_StageI	277946	0.7863380892305321	0.9018143121245265
nb	5	IVprimary_vs_StageI	139162	0.7923799082570413	0.9024326732927416
nb	5	IVprimary_vs_StageI	43661	0.7922698042292953	0.9024326732927416
nb	5	IVprimary_vs_StageI	13869	0.7970075742089724	0.9045622295520518
nb	5	IVprimary_vs_StageI	191235	0.8054035086831153	0.9046998316714446
nb	5	IVprimary_vs_StageI	19536	0.8026923377342974	0.9046998316714446
nb	5	IVprimary_vs_StageI	72944	0.8021984881350311	0.9046998316714446
nb	5	IVprimary_vs_StageI	183089	0.8270969714989183	0.9184828180883268
nb	5	IVprimary_vs_StageI	36373	0.8341244379183759	0.9184828180883268
nb	5	IVprimary_vs_StageI	277325	0.8283215210540313	0.9184828180883268
nb	5	IVprimary_vs_StageI	66567	0.8372754957573466	0.9184828180883268
nb	5	IVprimary_vs_StageI	169677	0.8359736548989832	0.9184828180883268
nb	5	IVprimary_vs_StageI	289296	0.8333110601789071	0.9184828180883268
nb	5	IVprimary_vs_StageI	229988	0.836276110838535	0.9184828180883268
nb	5	IVprimary_vs_StageI	46078	0.8443621652054911	0.920102292981399
nb	5	IVprimary_vs_StageI	141563	0.8421874569598151	0.920102292981399
nb	5	IVprimary_vs_StageI	122559	0.8487400386123259	0.9218103730623938
nb	5	IVprimary_vs_StageI	137357	0.8558732696808908	0.9264898760902052
nb	5	IVprimary_vs_StageI	207172	0.8723542666733161	0.9412243403580516
nb	5	IVprimary_vs_StageI	24425	0.8789277800118627	0.9446936324257498
nb	5	IVprimary_vs_StageI	201577	0.8813300351289007	0.9446936324257498
nb	5	IVprimary_vs_StageI	299120	0.8866890635670313	0.9473420614006068
nb	5	IVprimary_vs_StageI	291049	0.8900243530606008	0.94781814222038
nb	5	IVprimary_vs_StageI	206564	0.8948015727132819	0.949821734142254
nb	5	IVprimary_vs_StageI	299354	0.8977851987824287	0.9499146619375376
nb	5	IVprimary_vs_StageI	190483	0.9037982803956204	0.9532020449188534
nb	5	IVprimary_vs_StageI	228572	0.9070524488510924	0.9535679590485842
nb	5	IVprimary_vs_StageI	272429	0.9177079013158014	0.9581421235923904
nb	5	IVprimary_vs_StageI	3061	0.9185951339576752	0.9581421235923904
nb	5	IVprimary_vs_StageI	277212	0.9201669784500088	0.9581421235923904
nb	5	IVprimary_vs_StageI	114547	0.9271321280142996	0.9623396771793996
nb	5	IVprimary_vs_StageI	203722	0.9314874981414172	0.9635369055959846
nb	5	IVprimary_vs_StageI	108520	0.9341607804253752	0.9635369055959846
nb	5	IVprimary_vs_StageI	47519	0.9569570514176864	0.983955839702198
nb	5	IVprimary_vs_StageI	18075	0.9633592840477442	0.9874432661489376
nb	5	IVprimary_vs_StageI	47615	0.9781657900403056	0.9963924817801868
nb	5	IVprimary_vs_StageI	183478	0.977375895375809	0.9963924817801868
nb	5	IVprimary_vs_StageI	48323	0.990695625925853	0.9969973137322852
nb	5	IVprimary_vs_StageI	46160	0.9840445845881748	0.9969973137322852
nb	5	IVprimary_vs_StageI	124108	0.991921823007597	0.9969973137322852
nb	5	IVprimary_vs_StageI	43958	0.9880060471235916	0.9969973137322852
nb	5	IVprimary_vs_StageI	10562	0.9939576877757844	0.9969973137322852
nb	5	IVprimary_vs_StageI	125732	0.9971115720312408	0.9971115720312408
nb	5	Met_vs_Normal	151986	4.354894441854419e-09	2.639066031763778e-06
nb	5	Met_vs_Normal	4594	2.0544763731690807e-07	6.225063410702314e-05
nb	5	Met_vs_Normal	48199	8.525678279735029e-07	0.0001722187012506
nb	5	Met_vs_Normal	206639	4.261756713875802e-06	0.0006456561421521
nb	5	Met_vs_Normal	115299	9.37781276520049e-06	0.0009471590892852
nb	5	Met_vs_Normal	139148	8.267034060187739e-06	0.0009471590892852
nb	5	Met_vs_Normal	176602	1.1075479088297996e-05	0.0009588200467869
nb	5	Met_vs_Normal	55776	1.5273227590412893e-05	0.0011569469899737
nb	5	Met_vs_Normal	235539	2.510125637639972e-05	0.0016901512626775
nb	5	Met_vs_Normal	40040	2.815081008484775e-05	0.0017059390911417
nb	5	Met_vs_Normal	290337	3.549611069869436e-05	0.0019555130075826
nb	5	Met_vs_Normal	41191	4.405135779331566e-05	0.0022245935685624
nb	5	Met_vs_Normal	146647	5.404463010468966e-05	0.0025193112187263
nb	5	Met_vs_Normal	64463	7.724629856030567e-05	0.0031889626965569
nb	5	Met_vs_Normal	145760	7.893472021180675e-05	0.0031889626965569
nb	5	Met_vs_Normal	15723	9.55156421902326e-05	0.003617654947955
nb	5	Met_vs_Normal	267721	0.0001102258758405	0.0039292282799626
nb	5	Met_vs_Normal	217	0.0001408282775045	0.0047412186759861
nb	5	Met_vs_Normal	211918	0.0001785703538256	0.0054106817209177
nb	5	Met_vs_Normal	210709	0.0001760061437444	0.0054106817209177
nb	5	Met_vs_Normal	10865	0.0002043388411194	0.0057269520426947
nb	5	Met_vs_Normal	190926	0.0002079091500648	0.0057269520426947
nb	5	Met_vs_Normal	210718	0.0004552208586163	0.0116519704192073
nb	5	Met_vs_Normal	167115	0.0004614641750181	0.0116519704192073
nb	5	Met_vs_Normal	41437	0.0005177526846191	0.0125503250751678
nb	5	Met_vs_Normal	202019	0.0005524743288976	0.0128769016658445
nb	5	Met_vs_Normal	211346	0.0006053158974517	0.0134725476214021
nb	5	Met_vs_Normal	3347	0.0006224939495037	0.0134725476214021
nb	5	Met_vs_Normal	282413	0.000830836608993	0.0173616201741315
nb	5	Met_vs_Normal	1234	0.0008865408790297	0.0175053338539819
nb	5	Met_vs_Normal	160963	0.0009532607544247	0.0175053338539819
nb	5	Met_vs_Normal	179535	0.0009252739481798	0.0175053338539819
nb	5	Met_vs_Normal	122509	0.0009363253774052	0.0175053338539819
nb	5	Met_vs_Normal	157665	0.0011723940615783	0.0202991657518992
nb	5	Met_vs_Normal	186523	0.0011515797786467	0.0202991657518992
nb	5	Met_vs_Normal	198141	0.0018131070226278	0.030520634880902
nb	5	Met_vs_Normal	237388	0.001899103530677	0.031104236205143
nb	5	Met_vs_Normal	43974	0.0020505367615546	0.0314119692947492
nb	5	Met_vs_Normal	204678	0.0020733973131847	0.0314119692947492
nb	5	Met_vs_Normal	220816	0.0019809159136538	0.0314119692947492
nb	5	Met_vs_Normal	239042	0.0022381960127954	0.0325340905659692
nb	5	Met_vs_Normal	216320	0.0022548379600176	0.0325340905659692
nb	5	Met_vs_Normal	50224	0.002407577089372	0.0339300399106855
nb	5	Met_vs_Normal	50910	0.0024919783395149	0.034321338039683
nb	5	Met_vs_Normal	103084	0.0032303486359544	0.0412771155177662
nb	5	Met_vs_Normal	117422	0.0034492541436442	0.0412771155177662
nb	5	Met_vs_Normal	68098	0.003290853140977	0.0412771155177662
nb	5	Met_vs_Normal	184379	0.0034375148688688	0.0412771155177662
nb	5	Met_vs_Normal	194306	0.0031252567413639	0.0412771155177662
nb	5	Met_vs_Normal	99218	0.0034738166524852	0.0412771155177662
nb	5	Met_vs_Normal	188056	0.0032172812732616	0.0412771155177662
nb	5	Met_vs_Normal	214871	0.0043243799415969	0.0503956585501485
nb	5	Met_vs_Normal	291905	0.0047803659720617	0.0517602012753861
nb	5	Met_vs_Normal	49266	0.0048321265691364	0.0517602012753861
nb	5	Met_vs_Normal	219711	0.0048685337833284	0.0517602012753861
nb	5	Met_vs_Normal	38690	0.0045300005077081	0.0517602012753861
nb	5	Met_vs_Normal	100614	0.0047711414764235	0.0517602012753861
nb	5	Met_vs_Normal	197044	0.0052726868133447	0.0541567493031684
nb	5	Met_vs_Normal	49345	0.0052582977708104	0.0541567493031684
nb	5	Met_vs_Normal	117666	0.0054537350263378	0.0550016370503325
nb	5	Met_vs_Normal	286689	0.0055364684159575	0.0550016370503325
nb	5	Met_vs_Normal	429	0.005867529679325	0.0573503707366288
nb	5	Met_vs_Normal	25059	0.0068302597380335	0.0657005936706087
nb	5	Met_vs_Normal	128641	0.0075851172746617	0.0718215791944535
nb	5	Met_vs_Normal	229016	0.0080030422146131	0.0734824785159935
nb	5	Met_vs_Normal	293112	0.0079172323306898	0.0734824785159935
nb	5	Met_vs_Normal	13869	0.0081626746910326	0.0738295651159074
nb	5	Met_vs_Normal	190196	0.0091009245926475	0.0796812663834216
nb	5	Met_vs_Normal	45216	0.0090795162304445	0.0796812663834216
nb	5	Met_vs_Normal	273200	0.0092041066779529	0.0796812663834216
nb	5	Met_vs_Normal	121339	0.009369625977476	0.0799717372162044
nb	5	Met_vs_Normal	110905	0.0095742209073226	0.0805830259699652
nb	5	Met_vs_Normal	169843	0.0098545110467209	0.0818059410179851
nb	5	Met_vs_Normal	298414	0.0105841754251413	0.0866758149680491
nb	5	Met_vs_Normal	173010	0.0109475531430254	0.0884562293956452
nb	5	Met_vs_Normal	124467	0.0118138220284385	0.0941996861741282
nb	5	Met_vs_Normal	63391	0.0120928408528501	0.0951722280107424
nb	5	Met_vs_Normal	219799	0.0128051022353811	0.0994857942902687
nb	5	Met_vs_Normal	182622	0.0133882026826549	0.1014156353211108
nb	5	Met_vs_Normal	35289	0.0133040907084902	0.1014156353211108
nb	5	Met_vs_Normal	110237	0.0136767974581014	0.1023227069087588
nb	5	Met_vs_Normal	229375	0.0140813447466121	0.1040645721517923
nb	5	Met_vs_Normal	37170	0.0149750829013982	0.1055220957935739
nb	5	Met_vs_Normal	243067	0.0146410741463171	0.1055220957935739
nb	5	Met_vs_Normal	136426	0.0145676617855284	0.1055220957935739
nb	5	Met_vs_Normal	100891	0.0148083900300915	0.1055220957935739
nb	5	Met_vs_Normal	80879	0.0154295959943714	0.1074751169263111
nb	5	Met_vs_Normal	145036	0.0159644186814872	0.1099367922838778
nb	5	Met_vs_Normal	212862	0.0165424070463986	0.1126370637091861
nb	5	Met_vs_Normal	79249	0.0171924951229605	0.1157628004946008
nb	5	Met_vs_Normal	283132	0.020020277007261	0.1333218446857163
nb	5	Met_vs_Normal	277274	0.0205056332023033	0.1350697143543021
nb	5	Met_vs_Normal	20586	0.0209307839782106	0.1355318946064672
nb	5	Met_vs_Normal	141563	0.0210230991633794	0.1355318946064672
nb	5	Met_vs_Normal	31918	0.0217248081580053	0.1385814078289606
nb	5	Met_vs_Normal	44634	0.0220662354223772	0.1392931111037565
nb	5	Met_vs_Normal	108520	0.0232276006745113	0.1451126392655037
nb	5	Met_vs_Normal	162077	0.0251839902723887	0.1557295725006896
